"gene","MoransI_observed","MoransI_p.value","MoransI_p.adj"
"AT1G11630",NA,NA,NA
"RBP45B",NA,NA,NA
"AT1G11655",NA,NA,NA
"AT1G11660",NA,NA,NA
"AT1G11670",NA,NA,NA
"CYP51G1",NA,NA,NA
"AT1G11700",NA,NA,NA
"AT1G11710",NA,NA,NA
"SS3",NA,NA,NA
"AT1G11730",NA,NA,NA
"CLPP6",NA,NA,NA
"LEW1",NA,NA,NA
"MED32",NA,NA,NA
"AT1G11780",NA,NA,NA
"ADT1",NA,NA,NA
"AT1G11800",NA,NA,NA
"AT1G11820",NA,NA,NA
"GLX1",NA,NA,NA
"AT1G11850",NA,NA,NA
"AT1G11860",NA,NA,NA
"SRS",NA,NA,NA
"AT1G11880",NA,NA,NA
"SEC22",NA,NA,NA
"AT1G11900",NA,NA,NA
"AT1G11905",NA,NA,NA
"APA1",NA,NA,NA
"AT1G11930",NA,NA,NA
"AT1G11940",NA,NA,NA
"AT1G11950",NA,NA,NA
"AT1G11960",NA,NA,NA
"AT1G12000",NA,NA,NA
"AT1G12020",NA,NA,NA
"LRX1",NA,NA,NA
"AT1G12050",NA,NA,NA
"BAG5",NA,NA,NA
"AT1G12064",NA,NA,NA
"AT1G12070",NA,NA,NA
"AT1G12080",NA,NA,NA
"ELP",NA,NA,NA
"NRT1.1",NA,NA,NA
"AT1G12120",NA,NA,NA
"AT1G12130",NA,NA,NA
"FMO GS-OX5",NA,NA,NA
"AT1G12160",NA,NA,NA
"FMO",NA,NA,NA
"RPS5",NA,NA,NA
"AT1G12230",NA,NA,NA
"ATBETAFRUCT4",NA,NA,NA
"AT1G12244",NA,NA,NA
"AT1G12250",NA,NA,NA
"NAC007",NA,NA,NA
"Hop1",NA,NA,NA
"AT1G12290",NA,NA,NA
"AT1G12300",NA,NA,NA
"AT1G12320",NA,NA,NA
"AT1G12310",NA,NA,NA
"AT1G12330",NA,NA,NA
"COAB",NA,NA,NA
"KEU",NA,NA,NA
"PHR1",NA,NA,NA
"AT1G12380",NA,NA,NA
"AT1G12390",NA,NA,NA
"AT1G12400",NA,NA,NA
"CLP2",NA,NA,NA
"ACR8",NA,NA,NA
"ARK3",NA,NA,NA
"AT1G12440",NA,NA,NA
"AT1G12450",NA,NA,NA
"AT1G12460",NA,NA,NA
"AT1G12470",NA,NA,NA
"AT1G12500",NA,NA,NA
"CCS",NA,NA,NA
"AT1G12530",NA,NA,NA
"HPR3",NA,NA,NA
"EXPA7",NA,NA,NA
"PEPKR1",NA,NA,NA
"AT1G12600",NA,NA,NA
"DDF1",NA,NA,NA
"AT1G12620",NA,NA,NA
"LPLAT1",NA,NA,NA
"AT1G12650",NA,NA,NA
"PEPKR2",NA,NA,NA
"RPF1",NA,NA,NA
"PP2-A12",NA,NA,NA
"AT1G12730",NA,NA,NA
"CYP87A2",NA,NA,NA
"RBL6",NA,NA,NA
"AT1G12760",NA,NA,NA
"EMB1586",NA,NA,NA
"UGE1",NA,NA,NA
"AT1G12790",NA,NA,NA
"AT1G12800",NA,NA,NA
"AT1G12805",NA,NA,NA
"AT1G12810",NA,NA,NA
"AFB3",NA,NA,NA
"DET3",NA,NA,NA
"AT1G12830",NA,NA,NA
"AT1G12845",NA,NA,NA
"AT1G12850",NA,NA,NA
"SCRM2",NA,NA,NA
"NUDT12",NA,NA,NA
"GAPA-2",NA,NA,NA
"ATAN11",NA,NA,NA
"ERF1-2",NA,NA,NA
"AT1G12930",NA,NA,NA
"RSH2",NA,NA,NA
"PIRL3",NA,NA,NA
"AT1G12990",NA,NA,NA
"AT1G13000",NA,NA,NA
"EIF4B2",NA,NA,NA
"AT1G13030",NA,NA,NA
"AT1G13040",NA,NA,NA
"AT1G13050",NA,NA,NA
"PBE1",NA,NA,NA
"CYP71B2",NA,NA,NA
"CYP71B28",NA,NA,NA
"CYP71B7",NA,NA,NA
"GLE1",NA,NA,NA
"AT1G13160",NA,NA,NA
"ORP1D",NA,NA,NA
"DIS1",NA,NA,NA
"AT1G13190",NA,NA,NA
"AT1G13195",NA,NA,NA
"ACA.l",NA,NA,NA
"LINC2",NA,NA,NA
"RTFL17",NA,NA,NA
"GATL3",NA,NA,NA
"RAV1",NA,NA,NA
"MAP1C",NA,NA,NA
"AOC4",NA,NA,NA
"HRS1",NA,NA,NA
"AT1G13310",NA,NA,NA
"PP2AA3",NA,NA,NA
"AHP2",NA,NA,NA
"AT1G13350",NA,NA,NA
"AT1G13360",NA,NA,NA
"AT1G13380",NA,NA,NA
"AT1G13390",NA,NA,NA
"AT1G13410",NA,NA,NA
"ST4B",NA,NA,NA
"GAPC2",NA,NA,NA
"GT-1",NA,NA,NA
"AT1G13460",NA,NA,NA
"AT1G13480",NA,NA,NA
"AT1G13510",NA,NA,NA
"AT1G13520",NA,NA,NA
"AT1G13530",NA,NA,NA
"AAPT1",NA,NA,NA
"AT1G13570",NA,NA,NA
"LAG13",NA,NA,NA
"PSK1",NA,NA,NA
"RGF2",NA,NA,NA
"AT1G13630",NA,NA,NA
"AT1G13640",NA,NA,NA
"AT1G13650",NA,NA,NA
"AT1G13670",NA,NA,NA
"ATE1",NA,NA,NA
"AT1G13730",NA,NA,NA
"AFP2",NA,NA,NA
"AT1G13750",NA,NA,NA
"RUS3",NA,NA,NA
"AT1G13780",NA,NA,NA
"FDM4",NA,NA,NA
"FAC19",NA,NA,NA
"AT1G13810",NA,NA,NA
"AT1G13820",NA,NA,NA
"QUL1",NA,NA,NA
"DRL1",NA,NA,NA
"AT1G13880",NA,NA,NA
"PAP2",NA,NA,NA
"AT1G13910",NA,NA,NA
"AT1G13930",NA,NA,NA
"AT1G13940",NA,NA,NA
"ELF5A-1",NA,NA,NA
"WRKY4",NA,NA,NA
"AT1G13970",NA,NA,NA
"GN",NA,NA,NA
"AT1G13990",NA,NA,NA
"VIK",NA,NA,NA
"AT1G14010",NA,NA,NA
"AT1G14020",NA,NA,NA
"LSMT-L",NA,NA,NA
"AT1G14040",NA,NA,NA
"AT1G14060",NA,NA,NA
"FUT6",NA,NA,NA
"AT1G14120",NA,NA,NA
"AT1G14130",NA,NA,NA
"UCP3",NA,NA,NA
"PnsL2",NA,NA,NA
"AT1G14170",NA,NA,NA
"AT1G14180",NA,NA,NA
"AT1G14200",NA,NA,NA
"AT1G14210",NA,NA,NA
"AT1G14230",NA,NA,NA
"AT1G14240",NA,NA,NA
"AT1G14270",NA,NA,NA
"SBH2",NA,NA,NA
"AT1G14300",NA,NA,NA
"AT1G14310",NA,NA,NA
"SAC52",NA,NA,NA
"AT1G14330",NA,NA,NA
"AT1G14340",NA,NA,NA
"AT1G14345",NA,NA,NA
"FLP",NA,NA,NA
"UTR3",NA,NA,NA
"APK2A",NA,NA,NA
"IQD28",NA,NA,NA
"AT1G14390",NA,NA,NA
"UBC1",NA,NA,NA
"WHY1",NA,NA,NA
"HB31",NA,NA,NA
"AT1G14450",NA,NA,NA
"AT1G14460",NA,NA,NA
"AT1G14480",NA,NA,NA
"AL7",NA,NA,NA
"THH1",NA,NA,NA
"PER4",NA,NA,NA
"AT1G14550",NA,NA,NA
"AT1G14560",NA,NA,NA
"AT1G14570",NA,NA,NA
"AT1G14580",NA,NA,NA
"AT1G14590",NA,NA,NA
"AT1G14600",NA,NA,NA
"TWN2",NA,NA,NA
"DECOY",NA,NA,NA
"AT1G14650",NA,NA,NA
"NHX8",NA,NA,NA
"AT1G14670",NA,NA,NA
"AT1G14680",NA,NA,NA
"BPC2",NA,NA,NA
"MAP65-7",NA,NA,NA
"PAP3",NA,NA,NA
"AT1G14710",NA,NA,NA
"XTH28",NA,NA,NA
"TTA1",NA,NA,NA
"SDS",NA,NA,NA
"KNATM",NA,NA,NA
"AT1G14780",NA,NA,NA
"RDR1",NA,NA,NA
"AT1G14810",NA,NA,NA
"AT1G14820",NA,NA,NA
"DL1C",NA,NA,NA
"MAP70-4",NA,NA,NA
"NUP155",NA,NA,NA
"NUDT18",NA,NA,NA
"PCR2",NA,NA,NA
"AT1G14890",NA,NA,NA
"HMGA",NA,NA,NA
"AT1G14910",NA,NA,NA
"GAI",NA,NA,NA
"AT1G14970",NA,NA,NA
"CPN10",NA,NA,NA
"AT1G14990",NA,NA,NA
"scpl50",NA,NA,NA
"AT1G15002",NA,NA,NA
"AT1G15010",NA,NA,NA
"QSOX1",NA,NA,NA
"AT1G15030",NA,NA,NA
"IAA34",NA,NA,NA
"AT1G15060",NA,NA,NA
"LPP2",NA,NA,NA
"AT1G05153",NA,NA,NA
"RHA2A",NA,NA,NA
"PSS1",NA,NA,NA
"AT1G15120",NA,NA,NA
"AT1G15130",NA,NA,NA
"AT1G15140",NA,NA,NA
"AT1G15170",NA,NA,NA
"AT1G15180",NA,NA,NA
"AT1G15200",NA,NA,NA
"ABCG35",NA,NA,NA
"SHH1",NA,NA,NA
"CCMH",NA,NA,NA
"AT1G15230",NA,NA,NA
"AT1G15240",NA,NA,NA
"AT1G15250",NA,NA,NA
"AT1G15260",NA,NA,NA
"AT1G15270",NA,NA,NA
"AT1G15280",NA,NA,NA
"AT1G15290",NA,NA,NA
"ATHSRP54A",NA,NA,NA
"AT1G15330",NA,NA,NA
"MBD10",NA,NA,NA
"AT1G15350",NA,NA,NA
"AT1G15370",NA,NA,NA
"GLYI4",NA,NA,NA
"AT1G15385",NA,NA,NA
"PDF1A",NA,NA,NA
"AT1G15400",NA,NA,NA
"AT1G05163",NA,NA,NA
"AT1G15410",NA,NA,NA
"AT1G15415",NA,NA,NA
"AT1G15420",NA,NA,NA
"AT1G15430",NA,NA,NA
"PWP2",NA,NA,NA
"AT1G15470",NA,NA,NA
"AT1G15480",NA,NA,NA
"AT1G15490",NA,NA,NA
"ATNTT2",NA,NA,NA
"ECB2",NA,NA,NA
"GA3OX1",NA,NA,NA
"CYCA2%3B3",NA,NA,NA
"AT1G15620",NA,NA,NA
"AT1G15625",NA,NA,NA
"AT1G15630",NA,NA,NA
"AT1G15640",NA,NA,NA
"CENP-C",NA,NA,NA
"AT1G15670",NA,NA,NA
"AVP1",NA,NA,NA
"ATPC2",NA,NA,NA
"AT1G15710",NA,NA,NA
"TRFL5",NA,NA,NA
"AT1G15730",NA,NA,NA
"AT1G15740",NA,NA,NA
"TPL",NA,NA,NA
"AT1G15760",NA,NA,NA
"NRB4",NA,NA,NA
"AT1G15800",NA,NA,NA
"AT1G15810",NA,NA,NA
"LHCB6",NA,NA,NA
"AT1G15860",NA,NA,NA
"AT1G15870",NA,NA,NA
"GOS11",NA,NA,NA
"AT1G15885",NA,NA,NA
"AT1G15890",NA,NA,NA
"AT1G15900",NA,NA,NA
"FDM1",NA,NA,NA
"AT1G15920",NA,NA,NA
"AT1G15930",NA,NA,NA
"AT1G15940",NA,NA,NA
"CCR1",NA,NA,NA
"NRAMP6",NA,NA,NA
"AT1G15970",NA,NA,NA
"PnsB1",NA,NA,NA
"AT1G16000",NA,NA,NA
"MGT2",NA,NA,NA
"AT1G16020",NA,NA,NA
"Hsp70b",NA,NA,NA
"AT1G16040",NA,NA,NA
"ADAP",NA,NA,NA
"TLP8",NA,NA,NA
"AT1G16080",NA,NA,NA
"WAKL7",NA,NA,NA
"WAKL4",NA,NA,NA
"WAKL5",NA,NA,NA
"AT1G16170",NA,NA,NA
"AT1G16180",NA,NA,NA
"RAD23A",NA,NA,NA
"AT1G16210",NA,NA,NA
"AT1G16220",NA,NA,NA
"SYP51",NA,NA,NA
"AT1G16250",NA,NA,NA
"AT1G16260",NA,NA,NA
"AT1G16270",NA,NA,NA
"RH36",NA,NA,NA
"GAPCP-2",NA,NA,NA
"AT1G16310",NA,NA,NA
"AT1G16320",NA,NA,NA
"ATKDSA2",NA,NA,NA
"AT1G16350",NA,NA,NA
"OCT6",NA,NA,NA
"OCT3",NA,NA,NA
"AT1G16430",NA,NA,NA
"AT1G16445",NA,NA,NA
"RDH2",NA,NA,NA
"PAB1",NA,NA,NA
"AT1G16480",NA,NA,NA
"AT1G16500",NA,NA,NA
"AT1G16510",NA,NA,NA
"AT1G16520",NA,NA,NA
"ABA3",NA,NA,NA
"AT1G16560",NA,NA,NA
"AT1G16570",NA,NA,NA
"REV7",NA,NA,NA
"SR45",NA,NA,NA
"AT1G16630",NA,NA,NA
"AT1G16640",NA,NA,NA
"AT1G16650",NA,NA,NA
"AT1G16670",NA,NA,NA
"AT1G16680",NA,NA,NA
"AT1G16690",NA,NA,NA
"AT1G16700",NA,NA,NA
"AT1G16705",NA,NA,NA
"HAC12",NA,NA,NA
"HCF173",NA,NA,NA
"AT1G16740",NA,NA,NA
"AT1G16750",NA,NA,NA
"VHP2%3B2",NA,NA,NA
"AT1G16790",NA,NA,NA
"AT1G16800",NA,NA,NA
"AT1G16810",NA,NA,NA
"AT1G16820",NA,NA,NA
"AT1G16825",NA,NA,NA
"AT1G16830",NA,NA,NA
"AT1G16840",NA,NA,NA
"AT1G16850",NA,NA,NA
"AT1G16860",NA,NA,NA
"AT1G16870",NA,NA,NA
"ACR11",NA,NA,NA
"UBC36",NA,NA,NA
"EBS3",NA,NA,NA
"AT1G16905",NA,NA,NA
"AT1G16916",NA,NA,NA
"RABA1b",NA,NA,NA
"KU70",NA,NA,NA
"SRG1",NA,NA,NA
"SHA",NA,NA,NA
"SPS2",NA,NA,NA
"CYP72C1",NA,NA,NA
"STIPL1",NA,NA,NA
"AT1G17080",NA,NA,NA
"HBP1",NA,NA,NA
"UBP15",NA,NA,NA
"CAT8",NA,NA,NA
"AT1G17130",NA,NA,NA
"ICR1",NA,NA,NA
"AT1G17145",NA,NA,NA
"AT1G17147",NA,NA,NA
"AT1G17160",NA,NA,NA
"GSTU24",NA,NA,NA
"GSTU25",NA,NA,NA
"GSTU26",NA,NA,NA
"AT1G17200",NA,NA,NA
"ILP1",NA,NA,NA
"FUG1",NA,NA,NA
"AT1G17230",NA,NA,NA
"RTFL11",NA,NA,NA
"AT1G17255",NA,NA,NA
"AT1G17270",NA,NA,NA
"UBC34",NA,NA,NA
"AT1G17285",NA,NA,NA
"AlaAT1",NA,NA,NA
"AT1G17300",NA,NA,NA
"AT1G17330",NA,NA,NA
"AT1G17340",NA,NA,NA
"AT1G17350",NA,NA,NA
"AT1G17360",NA,NA,NA
"UBP1B",NA,NA,NA
"JAZ5",NA,NA,NA
"AT1G17400",NA,NA,NA
"AT1G17410",NA,NA,NA
"AT1G17430",NA,NA,NA
"EER4",NA,NA,NA
"AT1G17450",NA,NA,NA
"ELF4-L4",NA,NA,NA
"TRFL3",NA,NA,NA
"DRG1",NA,NA,NA
"IQD7",NA,NA,NA
"AT1G17490",NA,NA,NA
"AT1G17500",NA,NA,NA
"AT1G17510",NA,NA,NA
"AT1G17520",NA,NA,NA
"TIM23-1",NA,NA,NA
"AT1G17540",NA,NA,NA
"HAB2",NA,NA,NA
"HLL",NA,NA,NA
"MYA1",NA,NA,NA
"NF-YA8",NA,NA,NA
"AT1G17610",NA,NA,NA
"AT1G17620",NA,NA,NA
"AT1G17630",NA,NA,NA
"AT1G17640",NA,NA,NA
"GLYR2",NA,NA,NA
"AT1G17665",NA,NA,NA
"AT1G17680",NA,NA,NA
"NOF1",NA,NA,NA
"PRA1.F1",NA,NA,NA
"ATB BETA",NA,NA,NA
"VPS46.1",NA,NA,NA
"PGDH",NA,NA,NA
"PEPR2",NA,NA,NA
"CSTF77",NA,NA,NA
"AT1G17780",NA,NA,NA
"AT1G17790",NA,NA,NA
"ABCG11",NA,NA,NA
"AT1G17850",NA,NA,NA
"AT1G17860",NA,NA,NA
"AT1G05347",NA,NA,NA
"EGY3",NA,NA,NA
"BTF3",NA,NA,NA
"GER2",NA,NA,NA
"HDG12",NA,NA,NA
"AT1G17930",NA,NA,NA
"AT1G17940",NA,NA,NA
"AT1G17960",NA,NA,NA
"AT1G17970",NA,NA,NA
"PAPS1",NA,NA,NA
"AT1G18020",NA,NA,NA
"AT1G18030",NA,NA,NA
"CDKD1%3B3",NA,NA,NA
"AT1G18060",NA,NA,NA
"AT1G18070",NA,NA,NA
"ATARCA",NA,NA,NA
"AT1G18090",NA,NA,NA
"E12A11",NA,NA,NA
"ATMPK8",NA,NA,NA
"AT1G18160",NA,NA,NA
"AT1G18170",NA,NA,NA
"AT1G18180",NA,NA,NA
"GC2",NA,NA,NA
"AT1G18197",NA,NA,NA
"AT1G18210",NA,NA,NA
"ATLP-1",NA,NA,NA
"EBS5",NA,NA,NA
"AT1G18265",NA,NA,NA
"AT1G18270",NA,NA,NA
"NUDT4",NA,NA,NA
"EPR1",NA,NA,NA
"AT1G18335",NA,NA,NA
"AT1G18340",NA,NA,NA
"AT1G18360",NA,NA,NA
"HIK",NA,NA,NA
"AT1G18390",NA,NA,NA
"AT1G18415",NA,NA,NA
"AT1G18440",NA,NA,NA
"ARP4",NA,NA,NA
"AT1G18460",NA,NA,NA
"AT1G18470",NA,NA,NA
"SLP2",NA,NA,NA
"AT1G18485",NA,NA,NA
"AT1G18490",NA,NA,NA
"MAML-4",NA,NA,NA
"AT1G18540",NA,NA,NA
"AT1G18550",NA,NA,NA
"AT1G18560",NA,NA,NA
"MYB51",NA,NA,NA
"GAUT11",NA,NA,NA
"RBL12",NA,NA,NA
"AT1G18610",NA,NA,NA
"TRM3",NA,NA,NA
"GR-RBP6",NA,NA,NA
"PSP",NA,NA,NA
"PDCB3",NA,NA,NA
"AT1G18660",NA,NA,NA
"IBS1",NA,NA,NA
"AT1G18680",NA,NA,NA
"XXT4",NA,NA,NA
"AT1G18700",NA,NA,NA
"AT1G18720",NA,NA,NA
"PnsB4",NA,NA,NA
"AT1G18740",NA,NA,NA
"AGL65",NA,NA,NA
"AT1G18773",NA,NA,NA
"NRP2",NA,NA,NA
"AT1G18810",NA,NA,NA
"IQD30",NA,NA,NA
"AT1G18850",NA,NA,NA
"WRKY61",NA,NA,NA
"ICS2",NA,NA,NA
"CDPK1",NA,NA,NA
"AT1G18900",NA,NA,NA
"AT1G18910",NA,NA,NA
"AT1G18940",NA,NA,NA
"AT1G18950",NA,NA,NA
"AT1G18980",NA,NA,NA
"AT1G19000",NA,NA,NA
"AT1G19010",NA,NA,NA
"AT1G19020",NA,NA,NA
"ARR7",NA,NA,NA
"TTN10",NA,NA,NA
"DMS11",NA,NA,NA
"AT1G19110",NA,NA,NA
"AT1G19115",NA,NA,NA
"LSM1A",NA,NA,NA
"AT1G19130",NA,NA,NA
"AT1G19140",NA,NA,NA
"Lhca6",NA,NA,NA
"AT1G19170",NA,NA,NA
"JAZ1",NA,NA,NA
"AT1G19190",NA,NA,NA
"AT1G19210",NA,NA,NA
"ARF19",NA,NA,NA
"AT1G19240",NA,NA,NA
"DA1",NA,NA,NA
"AT1G19290",NA,NA,NA
"PARVUS",NA,NA,NA
"AT1G19310",NA,NA,NA
"AT1G19330",NA,NA,NA
"AT1G19340",NA,NA,NA
"BES1",NA,NA,NA
"RRA3",NA,NA,NA
"AT1G19370",NA,NA,NA
"AT1G19380",NA,NA,NA
"AT1G19396",NA,NA,NA
"AT1G19400",NA,NA,NA
"AT1G19430",NA,NA,NA
"KCS4",NA,NA,NA
"AT1G19450",NA,NA,NA
"AT1G19480",NA,NA,NA
"AT1G19485",NA,NA,NA
"AT1G19490",NA,NA,NA
"RL5",NA,NA,NA
"NFD5",NA,NA,NA
"AT1G19530",NA,NA,NA
"AT1G19540",NA,NA,NA
"DHAR1",NA,NA,NA
"GAMMA CA1",NA,NA,NA
"AT1G19600",NA,NA,NA
"PDF1.4",NA,NA,NA
"AT1G19650",NA,NA,NA
"AT1G19660",NA,NA,NA
"CLH1",NA,NA,NA
"AT1G19680",NA,NA,NA
"AT1G19690",NA,NA,NA
"BEL10",NA,NA,NA
"AT1G19710",NA,NA,NA
"AT1G19715",NA,NA,NA
"AT1G19720",NA,NA,NA
"ATTRX4",NA,NA,NA
"AT1G19740",NA,NA,NA
"AT1G19750",NA,NA,NA
"PUP14",NA,NA,NA
"ABCI14",NA,NA,NA
"AT1G19835",NA,NA,NA
"AT1G19840",NA,NA,NA
"MP",NA,NA,NA
"AT1G19860",NA,NA,NA
"iqd32",NA,NA,NA
"AT1G19880",NA,NA,NA
"AVA-P2",NA,NA,NA
"APS2.1",NA,NA,NA
"HVA22H",NA,NA,NA
"AT1G19960",NA,NA,NA
"AT1G19970",NA,NA,NA
"AT1G19980",NA,NA,NA
"AT1G19990",NA,NA,NA
"TUB5",NA,NA,NA
"FNR2",NA,NA,NA
"AT1G20030",NA,NA,NA
"HYD1",NA,NA,NA
"AT1G20060",NA,NA,NA
"AT1G20065",NA,NA,NA
"AT1G05523",NA,NA,NA
"AT1G20070",NA,NA,NA
"ROP2",NA,NA,NA
"AT1G20100",NA,NA,NA
"AT1G20110",NA,NA,NA
"AT1G20120",NA,NA,NA
"AT1G20130",NA,NA,NA
"SK4",NA,NA,NA
"EXPA11",NA,NA,NA
"EMB2719",NA,NA,NA
"AT1G20220",NA,NA,NA
"AT1G20225",NA,NA,NA
"AT1G20230",NA,NA,NA
"VAB3",NA,NA,NA
"AT1G20270",NA,NA,NA
"AT1G20300",NA,NA,NA
"SMT2",NA,NA,NA
"DRT112",NA,NA,NA
"AT1G20370",NA,NA,NA
"AT1G20380",NA,NA,NA
"AT1G20410",NA,NA,NA
"AT1G20430",NA,NA,NA
"COR47",NA,NA,NA
"ERD10",NA,NA,NA
"AT1G20460",NA,NA,NA
"AT1G05557",NA,NA,NA
"AT1G20490",NA,NA,NA
"OPCL1",NA,NA,NA
"AT1G20515",NA,NA,NA
"AT1G20530",NA,NA,NA
"AT1G20540",NA,NA,NA
"AT1G20550",NA,NA,NA
"AAE1",NA,NA,NA
"AT1G20570",NA,NA,NA
"DPMS1",NA,NA,NA
"AT1G20580",NA,NA,NA
"CYCB2%3B3",NA,NA,NA
"CAT3",NA,NA,NA
"CAT1",NA,NA,NA
"AT1G20640",NA,NA,NA
"ASG5",NA,NA,NA
"AT1G20670",NA,NA,NA
"AT1G20691",NA,NA,NA
"HMGB2",NA,NA,NA
"HMGB3",NA,NA,NA
"WOX14",NA,NA,NA
"AT1G20720",NA,NA,NA
"AT1G20760",NA,NA,NA
"AT1G20770",NA,NA,NA
"SAUL1",NA,NA,NA
"AT1G20810",NA,NA,NA
"AT1G20816",NA,NA,NA
"AT1G20823",NA,NA,NA
"MCD1",NA,NA,NA
"TMT1",NA,NA,NA
"XCP2",NA,NA,NA
"AT1G20870",NA,NA,NA
"AT1G20880",NA,NA,NA
"AT1G20890",NA,NA,NA
"ESC",NA,NA,NA
"AT1G20910",NA,NA,NA
"AT1G20920",NA,NA,NA
"AT1G20925",NA,NA,NA
"CDKB2%3B2",NA,NA,NA
"AT1G20950",NA,NA,NA
"emb1507",NA,NA,NA
"AT1G20970",NA,NA,NA
"SPL14",NA,NA,NA
"AT1G21000",NA,NA,NA
"AT1G21010",NA,NA,NA
"AT1G21050",NA,NA,NA
"AT1G21060",NA,NA,NA
"AT1G21065",NA,NA,NA
"AT1G21070",NA,NA,NA
"AT1G21080",NA,NA,NA
"AT1G21090",NA,NA,NA
"IGMT3",NA,NA,NA
"IGMT2",NA,NA,NA
"IGMT4",NA,NA,NA
"AT1G21150",NA,NA,NA
"AT1G21160",NA,NA,NA
"SEC5B",NA,NA,NA
"LSM3A",NA,NA,NA
"AT1G21200",NA,NA,NA
"WAK2",NA,NA,NA
"AT1G21280",NA,NA,NA
"AT1G21320",NA,NA,NA
"AT1G21340",NA,NA,NA
"AT1G21350",NA,NA,NA
"AT1G21370",NA,NA,NA
"AT1G21380",NA,NA,NA
"emb2170",NA,NA,NA
"SKP2A",NA,NA,NA
"AT1G21440",NA,NA,NA
"SCL1",NA,NA,NA
"SWEET1",NA,NA,NA
"AT1G21480",NA,NA,NA
"AT1G21500",NA,NA,NA
"AT1G21530",NA,NA,NA
"AT1G21550",NA,NA,NA
"AT1G21560",NA,NA,NA
"AT1G21580",NA,NA,NA
"AT1G21590",NA,NA,NA
"PTAC6",NA,NA,NA
"AT1G21610",NA,NA,NA
"AT1G21630",NA,NA,NA
"NADK2",NA,NA,NA
"SECA2",NA,NA,NA
"AT1G21651",NA,NA,NA
"AT1G21660",NA,NA,NA
"AT1G21670",NA,NA,NA
"AT1G21680",NA,NA,NA
"EMB1968",NA,NA,NA
"SWI3C",NA,NA,NA
"OGG1",NA,NA,NA
"PBC1",NA,NA,NA
"AT1G21730",NA,NA,NA
"AT1G21740",NA,NA,NA
"PDIL1-1",NA,NA,NA
"FBP7",NA,NA,NA
"AT1G21770",NA,NA,NA
"AT1G21780",NA,NA,NA
"AT1G21790",NA,NA,NA
"AT1G21810",NA,NA,NA
"AT1G21830",NA,NA,NA
"UREF",NA,NA,NA
"LYM1",NA,NA,NA
"p24delta5",NA,NA,NA
"DREB26",NA,NA,NA
"AT1G21920",NA,NA,NA
"AT1G21930",NA,NA,NA
"PIP5K1",NA,NA,NA
"SHM6",NA,NA,NA
"AT1G22030",NA,NA,NA
"AT1G22040",NA,NA,NA
"MUB6",NA,NA,NA
"AT1G22060",NA,NA,NA
"TGA3",NA,NA,NA
"AT1G22140",NA,NA,NA
"AT1G22160",NA,NA,NA
"AT1G22170",NA,NA,NA
"AT1G22180",NA,NA,NA
"AT1G22190",NA,NA,NA
"AT1G22200",NA,NA,NA
"AUF2",NA,NA,NA
"AT1G22230",NA,NA,NA
"ZYP1a",NA,NA,NA
"AT1G22270",NA,NA,NA
"PAPP2C",NA,NA,NA
"GRF10",NA,NA,NA
"MBD8",NA,NA,NA
"AT1G22330",NA,NA,NA
"UGT85A2",NA,NA,NA
"UGT85A5",NA,NA,NA
"UGT85A3",NA,NA,NA
"UGT85A1",NA,NA,NA
"AT1G22410",NA,NA,NA
"AT1G22430",NA,NA,NA
"AT1G22440",NA,NA,NA
"COX6B",NA,NA,NA
"AT1G22460",NA,NA,NA
"AT1G22470",NA,NA,NA
"AT1G22490",NA,NA,NA
"AT1G22510",NA,NA,NA
"AT1G22520",NA,NA,NA
"PATL2",NA,NA,NA
"AT1G22540",NA,NA,NA
"AT1G22550",NA,NA,NA
"AT1G22570",NA,NA,NA
"AGL87",NA,NA,NA
"ATSAC1",NA,NA,NA
"AT1G22610",NA,NA,NA
"AT1G22630",NA,NA,NA
"MYB3",NA,NA,NA
"AT1G22660",NA,NA,NA
"AT1G22700",NA,NA,NA
"SUC2",NA,NA,NA
"AT1G22730",NA,NA,NA
"RABG3B",NA,NA,NA
"AT1G22750",NA,NA,NA
"GI",NA,NA,NA
"PFL",NA,NA,NA
"AT1G22790",NA,NA,NA
"AT1G05767",NA,NA,NA
"AT1G22800",NA,NA,NA
"AT1G22810",NA,NA,NA
"AT1G22830",NA,NA,NA
"CYTC-1",NA,NA,NA
"AT1G22850",NA,NA,NA
"AT1G22860",NA,NA,NA
"AT1G22870",NA,NA,NA
"CEL5",NA,NA,NA
"AT1G22882",NA,NA,NA
"AT1G22885",NA,NA,NA
"AT1G22900",NA,NA,NA
"AT1G22910",NA,NA,NA
"CSN5A",NA,NA,NA
"AT1G22930",NA,NA,NA
"TH1",NA,NA,NA
"AT1G22950",NA,NA,NA
"AT1G22960",NA,NA,NA
"AT1G22970",NA,NA,NA
"AT1G22980",NA,NA,NA
"CRF7",NA,NA,NA
"AT1G23000",NA,NA,NA
"LPR1",NA,NA,NA
"FRO3",NA,NA,NA
"AT1G23030",NA,NA,NA
"AT1G23040",NA,NA,NA
"AT1G23050",NA,NA,NA
"MDP40",NA,NA,NA
"PIN7",NA,NA,NA
"AST91",NA,NA,NA
"AT1G23100",NA,NA,NA
"AT1G23130",NA,NA,NA
"AT1G23140",NA,NA,NA
"AT1G23150",NA,NA,NA
"AT1G23170",NA,NA,NA
"AT1G23180",NA,NA,NA
"PGM3",NA,NA,NA
"GH9B6",NA,NA,NA
