"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"HDA3",6.93457969222649e-31,-5.11960898579267,0.011,0.642,1.23796116665627e-26
"GRP4",4.94594742589519e-26,-2.02031562912812,0.097,0.815,8.8295053447081e-22
"NOP10",2.81701769994325e-24,-1.33921544670437,0.119,0.827,5.02893999793869e-20
"AT5G20160",2.49851302904618e-23,-1.48187780318278,0.173,0.901,4.46034545945325e-19
"NUC-L1",6.05056756423966e-23,-1.58652449878785,0.459,1,1.08014732156806e-18
"AT3G03920",8.41570127189162e-23,-1.60511315702234,0.254,0.963,1.50237099105809e-18
"AT5G14520",1.17480203114327e-22,-2.01312613538188,0.13,0.802,2.09725658599697e-18
"AT3G62530",3.81335234444927e-22,-1.95751299904596,0.119,0.778,6.80759660531084e-18
"AT4G12600",4.17365707619366e-22,-1.84519344839816,0.195,0.877,7.45081261242093e-18
"AT3G15357",1.38605150450376e-21,-8.51928579763175,0,0.432,2.47437914584011e-17
"PUM24",1.52365562512974e-21,-3.59943447731728,0.022,0.506,2.72003002198161e-17
"AT1G80750",2.02368306853944e-21,-1.56724721100556,0.092,0.716,3.6126790139566e-17
"AT1G77030",3.07790448070218e-21,-1.86990139976239,0.081,0.679,5.49467507894954e-17
"ROC2",9.2330113184626e-21,-1.47521747277532,0.097,0.704,1.64827718057194e-16
"NAP1%3B1",1.02761123252379e-20,-1.47498950260956,0.114,0.753,1.83449157230147e-16
"AT5G23900",1.20747785837933e-20,-1.48986847236789,0.146,0.815,2.15558947277877e-16
"AT1G52930",2.14214502411161e-20,-1.85125381126863,0.108,0.728,3.82415729704404e-16
"AN3",5.47382667374823e-20,-2.03618630760015,0.119,0.704,9.77187537797534e-16
"SPDS2",1.40301022321576e-19,-1.70503322522964,0.103,0.704,2.50465385048478e-15
"AT5G27120",1.55483369373636e-19,-1.39281480899306,0.173,0.852,2.77568911005815e-15
"AT2G09990",1.81648849782937e-19,-1.51248575784703,0.103,0.704,3.24279526632499e-15
"HD2B",3.29812201333344e-19,-1.35032092665019,0.281,0.938,5.88780741820286e-15
"AT2G28790",3.31156766672823e-19,-3.84432323631817,0.022,0.457,5.91181059864323e-15
"AT5G04600",3.47023353979488e-19,-1.63986170841882,0.114,0.704,6.19506091524181e-15
"AT5G57120",3.82373369020546e-19,-1.66800486444801,0.059,0.58,6.82612938375478e-15
"AT5G06360",4.48825808908222e-19,-1.3512293594147,0.189,0.864,8.01243834062957e-15
"AtNug2",6.36764639480971e-19,-1.34248837778672,0.092,0.654,1.13675223440143e-14
"CR88",7.25307274678074e-19,-1.42165491053613,0.103,0.691,1.2948185467553e-14
"NOP56",8.08392961750227e-19,-1.50981071579743,0.173,0.84,1.44314311531651e-14
"AT3G58700",1.00823509510959e-18,-1.60370384248829,0.13,0.741,1.79990129178964e-14
"AT2G20450",1.01633583910883e-18,-1.42077486528208,0.141,0.765,1.81436273997708e-14
"AT3G08520",1.54838198282227e-18,-1.36337318136402,0.405,0.988,2.76417151573432e-14
"AT3G56880",1.56138276488093e-18,-1.66016639553982,0.157,0.79,2.78738051186544e-14
"AT5G15550",1.87375709692657e-18,-2.01022822129102,0.065,0.58,3.34503116943332e-14
"AT1G06720",2.07088580711135e-18,-1.63611393813063,0.108,0.691,3.69694534285517e-14
"CPN60A",2.33763053417808e-18,-1.67798284720817,0.195,0.827,4.1731380296147e-14
"AT3G24080",2.89052837896312e-18,-2.00932324061413,0.086,0.63,5.16017126212496e-14
"eIF6A",4.17935124748896e-18,-1.8123277716429,0.076,0.605,7.46097784701729e-14
"AT1G60640",6.55224981638518e-18,-2.11502145293346,0.054,0.543,1.16970763722108e-13
"AT3G05060",1.0447021337959e-17,-1.26765478841952,0.173,0.778,1.86500224925243e-13
"AT3G15240",1.2202597819738e-17,-2.09855323066117,0.054,0.543,2.17840776277963e-13
"SKB1",1.35927858134507e-17,-2.502455966176,0.038,0.481,2.42658412341723e-13
"PYRB",1.36256618331897e-17,-2.55772514646559,0.049,0.519,2.43245315046103e-13
"AT2G43110",1.38479181614491e-17,-1.68149587656885,0.059,0.556,2.47213035018189e-13
"HD2C",1.43070380517232e-17,-2.57270196600918,0.043,0.506,2.55409243299363e-13
"NRP1",1.44609899331554e-17,-1.23689981719067,0.227,0.864,2.58157592286689e-13
"AT5G08180",1.47166873745874e-17,-1.35425412642189,0.232,0.84,2.62722303011134e-13
"RGF4",2.16761892761818e-17,-1.77955950858807,0.016,0.407,3.86963330958398e-13
"GR-RBP3",3.07212716558684e-17,-1.72691301157234,0.07,0.58,5.48436141600563e-13
"PRMT10",3.09003129789899e-17,-1.89492587983344,0.07,0.568,5.51632387300928e-13
"AT3G22230",3.572041715208e-17,-0.962085015786738,0.427,1,6.37680886998931e-13
"PMH1",4.90854626344608e-17,-1.43707222724104,0.076,0.58,8.76273678950394e-13
"AT5G60670",5.0070077887828e-17,-1.16416940148961,0.108,0.654,8.93851030453505e-13
"TIM8",5.19808378551026e-17,-1.75479165303743,0.114,0.642,9.27961917389292e-13
"AT4G15770",5.2132751094242e-17,-2.63362653078361,0.032,0.457,9.30673872534409e-13
"AT1G07070",5.23109259163105e-17,-1.75500261157048,0.054,0.519,9.33854649457975e-13
"IMP4",6.02333210735594e-17,-0.722825059351798,0.081,0.593,1.07528524780518e-12
"LARP1a",6.26540054044337e-17,-1.38864394223554,0.081,0.593,1.11849930447995e-12
"AT5G61880",6.28287370382894e-17,-1.75506706002916,0.043,0.494,1.12161861360754e-12
"AT5G02050",7.00912572240772e-17,-1.21210840671056,0.108,0.654,1.25126912396423e-12
"PRH75",8.0670655761866e-17,-0.911036104888776,0.151,0.778,1.44013254666083e-12
"AT3G06680",8.49644602204593e-17,-0.966016944453635,0.157,0.765,1.51678554385564e-12
"emb2444",9.21408365909037e-17,-1.14957164534457,0.07,0.568,1.64489821482081e-12
"AT3G01790",9.76417959532049e-17,-1.44207441717622,0.157,0.753,1.74310134135661e-12
"AT5G02960",1.11533113379499e-16,-1.1727413049457,0.481,1,1.99108914005082e-12
"AT2G31410",1.17883653419287e-16,-1.01548956048961,0.114,0.679,2.10445898084111e-12
"AT4G10450",1.35001090659119e-16,-1.1467735706186,0.2,0.827,2.41003947044659e-12
"AT3G52040",1.38137770531263e-16,-1.83007087895505,0.059,0.531,2.46603547952411e-12
"AT1G23280",1.46967976400117e-16,-1.55675564188645,0.059,0.531,2.62367231469488e-12
"AT3G51270",1.46967976400117e-16,-1.44521408968091,0.059,0.531,2.62367231469488e-12
"OMR1",2.22881293293164e-16,-1.62623691048351,0.032,0.444,3.97887684786957e-12
"AT2G19740",2.24975086171725e-16,-0.947267487219252,0.2,0.864,4.01625523833764e-12
"AT3G12860",2.82033239181402e-16,-2.39573456128426,0.059,0.519,5.03485738586639e-12
"cpHsc70-2",2.85497591438165e-16,-2.46770451157331,0.038,0.457,5.09670300235412e-12
"AT4G25730",3.14311049808118e-16,-1.23708024058726,0.103,0.63,5.61108086117452e-12
"AT3G13580",3.8611268749258e-16,-0.874689332341841,0.114,0.654,6.89288369711753e-12
"ALATS",4.21486984909764e-16,-1.34345408812802,0.168,0.765,7.52438565460911e-12
"AT1G10490",4.7471254739177e-16,-4.56929351824167,0.005,0.346,8.47456839603789e-12
"AT1G79520",5.01367902233358e-16,-0.780273584172028,0.108,0.654,8.95041979066991e-12
"EMB3012",5.83751988419207e-16,-2.56843577189229,0.038,0.444,1.04211404972597e-11
"AT3G23940",8.49032960510853e-16,-0.584276974187679,0.151,0.741,1.51569364110398e-11
"RACK1B-AT",9.77762348840019e-16,-1.12924891701136,0.184,0.778,1.7455013451492e-11
"AT4G28200",1.09086409153386e-15,-2.07265394033561,0.065,0.519,1.94741057620625e-11
"XRN2",1.11079001111002e-15,-1.77328296947513,0.07,0.531,1.9829823278336e-11
"FIB1",1.13504610595446e-15,-1.166171482144,0.227,0.827,2.0262843083499e-11
"NACA2",1.18311972666594e-15,-2.54907921907774,0.038,0.444,2.11210533604404e-11
"AT5G64420",1.25834185727614e-15,-1.46765378685153,0.076,0.543,2.24639188360937e-11
"ATG2.1",1.52601044675632e-15,-1.21836549449969,0.227,0.815,2.72423384954938e-11
"AT2G40360",1.59581681128218e-15,-1.04548001110097,0.151,0.728,2.84885217150094e-11
"AT4G37090",1.70975872469317e-15,-2.3728817069013,0.043,0.457,3.05226127532225e-11
"AT2G19540",1.74679498755902e-15,-1.75759074789381,0.043,0.457,3.11837841179037e-11
"AT4G31290",1.78221703554751e-15,-1.08023839427556,0.297,0.938,3.18161385185941e-11
"AT5G45775",1.81120091672771e-15,-1.06986726078422,0.303,0.951,3.23335587654231e-11
"AT3G59670",2.04455394529119e-15,-3.01481226882302,0.032,0.42,3.64993770313383e-11
"AT3G52580",2.0794511155942e-15,-0.957081525182648,0.211,0.84,3.71223613155876e-11
"AT2G36930",2.42708884772345e-15,-1.03438948527995,0.114,0.642,4.33283901095591e-11
"AT4G10480",2.56791172682355e-15,-1.05521440015281,0.168,0.753,4.58423601472541e-11
"AT3G06320",2.64703973144576e-15,-1.80044946316283,0.086,0.568,4.72549532857697e-11
"AT2G40430",2.72274284046632e-15,-1.47625262136158,0.157,0.704,4.86064051880047e-11
"RP1",3.16994439381273e-15,-0.89029983288702,0.665,1,5.65898473183449e-11
"GA3",3.80518879805219e-15,-2.66413799428823,0.038,0.432,6.79302304228277e-11
"AT5G52820",3.9041840413917e-15,-1.23300956840076,0.076,0.531,6.96974935069247e-11
"AT4G02400",4.59776077258212e-15,-2.25285826571546,0.059,0.494,8.20792253121361e-11
"NRPA2",5.22427306956156e-15,-1.57552905549103,0.081,0.556,9.3263722837813e-11
"AT4G34910",5.47490312387463e-15,-2.08700706003754,0.027,0.395,9.773797056741e-11
"AT4G25740",5.93814474522818e-15,-1.26769427672586,0.151,0.704,1.06007759991813e-10
"AT4G26230",6.04579684968772e-15,-0.985830641553117,0.319,0.951,1.07929565360625e-10
"FIB2",6.58897498637795e-15,-1.28695807593777,0.135,0.654,1.17626381456819e-10
"AT5G60990",6.61257218804603e-15,-2.24055055024826,0.032,0.407,1.18047638700998e-10
"NAP57",8.14122768645302e-15,-1.14128717520701,0.184,0.765,1.45337196658559e-10
"AT4G34555",8.7244315629156e-15,-0.639463152587537,0.114,0.63,1.55748552261169e-10
"AT2G25870",8.88574414463795e-15,-1.07350724898472,0.059,0.494,1.58628304470077e-10
"AT4G18100",1.07260851590708e-14,-0.945032159519031,0.492,0.975,1.91482072259731e-10
"ECT3",1.09725396322364e-14,-0.942776516413982,0.168,0.765,1.95881777514684e-10
"BOB1",1.20298902196974e-14,-0.900997450003671,0.135,0.667,2.14757600202038e-10
"AT5G62440",1.32378163742122e-14,-1.66130941036642,0.076,0.531,2.36321497912437e-10
"TIM17-2",1.33948468255559e-14,-1.28896460612577,0.108,0.605,2.39124805529824e-10
"AT4G17950",1.34373403291396e-14,-1.7461429757841,0.032,0.407,2.398833995558e-10
"AT2G11910",1.38097240413868e-14,-0.981513863372138,0.141,0.679,2.46531193586836e-10
"HSFB4",1.50274093449948e-14,-2.28812409458992,0.059,0.469,2.68269311626848e-10
"AT4G25890",1.51614539052689e-14,-0.944105546948956,0.103,0.605,2.7066227511686e-10
"AT1G04480",1.59551235692225e-14,-1.06216412941241,0.319,0.914,2.84830865957761e-10
"PNM1",1.63154979101648e-14,-1.11543470296203,0.065,0.506,2.91264268692262e-10
"AT5G50310",1.67241225750639e-14,-1.17732299909148,0.059,0.494,2.98559036210041e-10
"AT1G63980",1.71276570018459e-14,-1.05571747152083,0.108,0.605,3.05762932796953e-10
"CRF3",1.84820013693728e-14,-1.92558414134527,0.049,0.457,3.29940688446042e-10
"PRMT11",1.88209411131014e-14,-1.24233563381958,0.065,0.494,3.35991440751086e-10
"SPDS1",1.92703273449352e-14,-1.17826481392885,0.13,0.667,3.44013883761783e-10
"HSP93-III",1.98742300405147e-14,-1.34763845564994,0.092,0.568,3.54794754683269e-10
"PRMT3",2.05324922156423e-14,-2.75592133815247,0.011,0.333,3.66546051033646e-10
"WIH1",2.11870579025726e-14,-0.462595044789714,0.157,0.716,3.78231357676725e-10
"STRS2",2.20731059608585e-14,-2.46717179019018,0.022,0.37,3.94049087613246e-10
"AT4G27090",2.25051919605655e-14,-0.876970621868232,0.676,1,4.01762686880015e-10
"EIF2",2.36294559046574e-14,-0.98174006500447,0.178,0.765,4.21833046809944e-10
"RBP47C",2.36842845893886e-14,-1.14303391535568,0.108,0.617,4.22811848489766e-10
"ASPGB1",2.6736559073234e-14,-0.917961224807179,0.07,0.506,4.77301052575374e-10
"AT3G53890",2.76428123618138e-14,-0.869313551971332,0.265,0.901,4.93479486283099e-10
"AT5G40490",2.7997330830894e-14,-2.0419208474555,0.038,0.42,4.9980834999312e-10
"HMGB5",2.85095304799028e-14,-1.53056421966387,0.108,0.58,5.08952138127225e-10
"AT1G71730",2.95857481972483e-14,-2.33614200732459,0.049,0.444,5.28164776817277e-10
"OVA1",3.05764220054586e-14,-3.90525612307348,0.005,0.309,5.45850285641447e-10
"AT1G11240",3.3452272841928e-14,-2.18082823043761,0.049,0.444,5.97189974774099e-10
"AT2G25210",3.43672025914818e-14,-0.927539792050916,0.368,0.963,6.13523300663134e-10
"AT1G30880",3.45431444860111e-14,-0.730347853991516,0.13,0.667,6.1666421536427e-10
"HMGB1",3.54815691644452e-14,-2.21400047817507,0.043,0.432,6.33416972723675e-10
"RUXF",3.9233891244008e-14,-0.769990265911912,0.135,0.667,7.00403426488031e-10
"AT5G46840",4.0196863979814e-14,-2.08911331689112,0.043,0.432,7.17594415767639e-10
"AT3G16780",4.03874783666153e-14,-1.16003645875224,0.281,0.901,7.20997263800817e-10
"AT1G29320",4.13293803915583e-14,-7.85532371083363,0,0.284,7.37812098750099e-10
"AT4G02230",4.18058762681532e-14,-1.08909455630009,0.205,0.753,7.46318503139072e-10
"HDT4",4.87355863884525e-14,-1.51027048642455,0.097,0.556,8.70027688206653e-10
"AT1G50920",5.04249389712474e-14,-1.05132533754421,0.146,0.691,9.00186010514708e-10
"RID2",5.10601555498052e-14,-1.00227015721993,0.076,0.519,9.11525896875122e-10
"HSP81-3",6.41771824317564e-14,-0.982137129319564,0.308,0.926,1.14569106077171e-09
"ABCF1",6.63291572151073e-14,-1.0765001876854,0.173,0.716,1.18410811460409e-09
"CYCD3%3B2",6.76489464981071e-14,-1.4393830309999,0.032,0.395,1.20766899288421e-09
"AT5G15610",6.85817666136749e-14,-1.2486563266515,0.07,0.494,1.22432169758732e-09
"AIL6",7.24862949259374e-14,-1.84437213158405,0.086,0.531,1.29402533701783e-09
"AT1G02870",7.68155389324765e-14,-1.49968912287966,0.07,0.494,1.37131100102257e-09
"AT2G15000",8.02185758813567e-14,-0.696097400131422,0.086,0.543,1.43206201663398e-09
"AT3G16080",8.9739338817028e-14,-0.713318498767985,0.4,0.975,1.60202667656158e-09
"AT1G69250",9.46607903529651e-14,-1.34593538613005,0.092,0.543,1.68988442938113e-09
"AT1G41880",9.7698927443022e-14,-0.807128167667109,0.389,0.975,1.74412125271283e-09
"RBP45A",9.86843323524425e-14,-0.557694962406232,0.162,0.716,1.7617127011558e-09
"AT1G72090",9.98546002571185e-14,-2.92450693353507,0.027,0.37,1.78260432379008e-09
"PAB8",1.0132330829128e-13,-1.19465256633733,0.146,0.642,1.80882369961593e-09
"AT2G44120",1.10583579623773e-13,-1.14892601250969,0.211,0.802,1.97413806344360e-09
"RPS5B",1.11021434312145e-13,-0.67482240814069,0.314,0.938,1.98195464534042e-09
"AT3G58660",1.1401484427028e-13,-1.65473031858544,0.081,0.519,2.03539299991304e-09
"AT1G14810",1.15881679337498e-13,-0.624682608099991,0.092,0.568,2.06871973953302e-09
"AT5G27770",1.19326665151191e-13,-0.853549434005282,0.357,0.975,2.13021962627906e-09
"AT4G16630",1.22924593540285e-13,-1.07391532753563,0.07,0.494,2.19444984388118e-09
"AT2G40205",1.32645050852221e-13,-0.829641016232203,0.357,0.963,2.36797944781385e-09
"AT5G05210",1.38724132322541e-13,-1.04677457078603,0.086,0.531,2.476503210222e-09
"AT5G04800",1.4338371585918e-13,-0.602799471018119,0.211,0.802,2.55968609551809e-09
"AGO4",1.62760635974924e-13,-7.44841083496699,0,0.272,2.90560287342435e-09
"RIP1",1.71311216483982e-13,-1.03864208762389,0.178,0.728,3.05824783667205e-09
"RPL23AB",1.83243680619816e-13,-0.967673860730737,0.27,0.914,3.27126618642496e-09
"AT2G48100",1.83498223227588e-13,-1.97552348436034,0.049,0.432,3.2758102810589e-09
"AT4G31790",1.91638069842527e-13,-1.6803945113893,0.07,0.481,3.42112282282878e-09
"AT1G74060",2.0810857998932e-13,-0.842367535384246,0.119,0.605,3.71515436996935e-09
"MIPS1",2.11070641566891e-13,-1.3698530163033,0.07,0.494,3.76803309325213e-09
"FKBP53",2.13837512494291e-13,-1.08261540393007,0.211,0.765,3.81742727304808e-09
"TIM13",2.22413317661264e-13,-0.968552074709112,0.119,0.605,3.97052254688888e-09
"RPS15AD",2.2597189946767e-13,-0.880929209532889,0.243,0.827,4.03405034929684e-09
"AT5G47930",2.31097345450038e-13,-0.91728778750501,0.411,1,4.12554981097408e-09
"AT1G69070",2.57200043781713e-13,-2.34069412808633,0.043,0.407,4.59153518159115e-09
"AT5G01350",2.63406217529753e-13,-0.888990027702777,0.108,0.58,4.70232779534116e-09
"HSP60-3A",3.00180218285549e-13,-1.98085561452583,0.059,0.457,5.35881725683361e-09
"AT3G10090",3.09105498405953e-13,-1.08313395851687,0.086,0.531,5.51815135754307e-09
"AT5G46020",3.09685363345776e-13,-0.712042067307284,0.173,0.753,5.52850310644879e-09
"AT5G52650",3.21427991527873e-13,-0.807339831111616,0.27,0.889,5.73813250475560e-09
"MYB13",3.6353817681037e-13,-1.02432036840008,0.059,0.457,6.48988353241872e-09
"AT3G17160",3.6421189408226e-13,-1.56991926816711,0.065,0.469,6.50191073315651e-09
"AT4G16141",3.6518012225396e-13,-1.06110711023821,0.054,0.444,6.51919554247769e-09
"AT1G29418",3.73625424667353e-13,-1.01466157295555,0.13,0.63,6.66996108116159e-09
"KIN1",3.80410342439449e-13,-1.12085598299441,0.092,0.543,6.79108543322904e-09
"AT2G44860",3.95950737275768e-13,-1.44001155066199,0.146,0.642,7.06851256184701e-09
"AT1G74270",3.99971921015108e-13,-0.968838817304505,0.157,0.679,7.14029873396171e-09
"EIF3C",4.01930741007951e-13,-0.797385944015382,0.162,0.679,7.17526758847393e-09
"AT5G56710",4.39516333642869e-13,-0.964240823058341,0.481,0.988,7.8462455881925e-09
"DI21",4.68357097277922e-13,-0.602885587982253,0.373,0.988,8.36111090060547e-09
"La1",4.73624099929744e-13,-0.833232124722931,0.108,0.556,8.45513743194579e-09
"AT5G13780",4.76191507550461e-13,-1.23393520187987,0.07,0.481,8.50097079279083e-09
"PYRD",4.81430395736247e-13,-2.41128061424205,0.027,0.358,8.59449542468348e-09
"AT2G45860",4.93203750373045e-13,-1.40094666665529,0.059,0.457,8.8046733516596e-09
"MEE5",5.00973477283453e-13,-1.5362531004692,0.076,0.494,8.94337851646421e-09
"TRM10.1",5.10034154177584e-13,-1.62395939762391,0.049,0.42,9.10512972037824e-09
"AT3G43980",5.21747968864888e-13,-0.569631642960717,0.162,0.704,9.31424474017598e-09
"AT1G65030",5.52735113173965e-13,-1.03077738344516,0.059,0.457,9.86742724038163e-09
"RPS11-BETA",5.56870175222326e-13,-0.723622067106504,0.346,0.926,9.94124636806897e-09
"AT2G47640",5.95246536762725e-13,-2.09277270947396,0.081,0.494,1.06263411742882e-08
"HEN2",5.99729430898682e-13,-2.00222175633652,0.059,0.444,1.07063698004033e-08
"Phox2",6.03753478285983e-13,-0.997618306017695,0.065,0.469,1.07782070943614e-08
"GIF2",6.0976812988449e-13,-1.92801644555306,0.049,0.42,1.08855806546979e-08
"AT3G04920",6.16710831171563e-13,-0.826884723368623,0.319,0.951,1.10095217580747e-08
"AT3G49990",6.17434795160353e-13,-1.81840785459752,0.043,0.407,1.10224459632026e-08
"NDPK1",6.21447142217332e-13,-0.695590607759723,0.124,0.63,1.10940743828638e-08
"FZF",6.26670723177972e-13,-0.697922497689337,0.065,0.469,1.11873257501732e-08
"ACR4",6.35584665944437e-13,-0.688643314004094,0.141,0.654,1.13464574564401e-08
"LCD1",6.47088662566258e-13,-0.997988724613464,0.049,0.42,1.15518268041328e-08
"AT2G37600",6.47246659396695e-13,-1.91962910223996,0.076,0.481,1.15546473635498e-08
"AT5G67510",7.44178984863867e-13,-1.20264901762455,0.114,0.568,1.32850832377897e-08
"SE",7.81366929733468e-13,-0.852297581790064,0.07,0.481,1.39489624296019e-08
"CDC5",8.00961006805772e-13,-0.659440627569951,0.103,0.556,1.42987558934966e-08
"AT1G15420",8.11716992041429e-13,-1.09452323867547,0.108,0.556,1.44907717419236e-08
"AT2G33370",8.15981211293841e-13,-0.785904774708006,0.357,0.938,1.45668965840176e-08
"AT1G15930",8.18446543790002e-13,-0.91264195870169,0.422,0.988,1.46109076997391e-08
"AT4G23540",8.18695745358114e-13,-1.1023440504517,0.043,0.407,1.46153564461331e-08
"AT5G48940",8.74082668299942e-13,-2.28553014384,0.032,0.37,1.56041237944906e-08
"AT2G37190",9.32613375585851e-13,-0.89550695732255,0.427,0.975,1.66490139809586e-08
"TOPP1",9.37325626450139e-13,-0.98222047422592,0.114,0.58,1.67331370833879e-08
"AT4G00810",9.5304046243653e-13,-0.691671188062681,0.249,0.802,1.70136783354169e-08
"AT4G33865",9.65676409532586e-13,-0.796314245711079,0.324,0.901,1.72392552629757e-08
"AT5G66860",9.92063274356817e-13,-1.41084735087159,0.07,0.469,1.77103135738179e-08
"NRPB10",1.0391836058242e-12,-2.57847579781401,0.027,0.346,1.85515057311735e-08
"AT4G31810",1.08713684104845e-12,-1.2685062911581,0.07,0.469,1.94075668863968e-08
"RAN3",1.12819109772000e-12,-0.854295224233777,0.178,0.716,2.01404674764975e-08
"AT1G20100",1.14121527417643e-12,-1.15598400072476,0.114,0.556,2.03729750745976e-08
"PPR596",1.15881777623426e-12,-3.25440011091004,0.011,0.296,2.0687214941334e-08
"RPL10B",1.19100176224769e-12,-0.282085797831198,0.049,0.42,2.12617634596457e-08
"Hsp70-2",1.19113580414188e-12,-0.620582943536387,0.07,0.469,2.12641563755409e-08
"AT2G18900",1.196100498852e-12,-1.24968609694255,0.065,0.457,2.13527861055059e-08
"AT3G13230",1.20188121310291e-12,-0.951110630300812,0.081,0.506,2.14559834163131e-08
"DEG9",1.21849078159883e-12,-1.49158491596585,0.065,0.457,2.17524974331023e-08
"AT3G23620",1.23577024177943e-12,-0.98530290720732,0.135,0.63,2.20609703562464e-08
"AT2G18220",1.23843152994068e-12,-1.10466597812026,0.038,0.383,2.21084796725011e-08
"AT5G61220",1.2566394051043e-12,-2.04372571930176,0.022,0.333,2.24335266599219e-08
"AT1G51730",1.2729056652647e-12,-1.06453489705781,0.086,0.519,2.27239119363054e-08
"CSD2",1.2962397497217e-12,-1.22390401700472,0.124,0.605,2.31404720120317e-08
"AT5G27760",1.30541051867831e-12,-1.55691540053577,0.059,0.444,2.33041885794452e-08
"AT3G11630",1.35076465019866e-12,-0.885027182500955,0.13,0.605,2.41138505353465e-08
"AT3G09890",1.40435913679242e-12,-1.83718123896758,0.043,0.395,2.50706193100182e-08
"AT3G14390",1.47493081454309e-12,-1.63362438412399,0.027,0.346,2.63304649012233e-08
"SK4",1.57461847478983e-12,-2.07878306214831,0.027,0.346,2.81100890119481e-08
"AT3G14600",1.69782063974052e-12,-0.974124181704922,0.405,0.975,3.03094940606478e-08
"AT4G31985",1.715640387863e-12,-0.949034082489309,0.416,1,3.06276122041302e-08
"AT4G29410",1.79815974343648e-12,-0.862635824794734,0.146,0.63,3.21007477398281e-08
"AT1G09520",1.85272249829752e-12,-4.25565414308136,0.005,0.272,3.30748020396074e-08
"AT4G28450",2.00959842108516e-12,-1.2058943719783,0.059,0.444,3.58753510132123e-08
"PUR5",2.08858589639299e-12,-1.61515048392129,0.027,0.346,3.72854354224076e-08
"TRM9",2.10617886858458e-12,-3.62782409071225,0.022,0.321,3.75995051619718e-08
"EDA25",2.19144597166707e-12,-0.662087349908313,0.054,0.42,3.91216934862006e-08
"SDN2",2.27754254354676e-12,-2.11703015491087,0.027,0.346,4.06586894873967e-08
"PRORP2",2.32734243097998e-12,-2.15388720445102,0.027,0.346,4.15477170778546e-08
"SK13.1",2.35025746538918e-12,-2.41490973488292,0.043,0.383,4.19567962721276e-08
"TOM6",2.37031220067337e-12,-0.971869422121574,0.168,0.679,4.2314813406421e-08
"ATRPAC42",2.42235717456314e-12,-1.71356241706552,0.032,0.358,4.32439202803012e-08
"MGP",2.44187422941181e-12,-2.22692481171167,0.038,0.37,4.35923387434596e-08
"AT1G79470",2.45643607912445e-12,-7.2957507991277,0,0.247,4.38522968845296e-08
"AT1G15250",2.55678155882389e-12,-1.56086948670595,0.016,0.309,4.56436643881241e-08
"AT2G41650",2.67418671325769e-12,-1.08521205839972,0.124,0.58,4.77395812050763e-08
"AT4G22380",2.760115764131e-12,-3.07598841912029,0.022,0.321,4.92735866212666e-08
"FAC1",2.78289902747484e-12,-1.217481366975,0.119,0.593,4.96803134384808e-08
"AT5G16470",2.80663314938467e-12,-0.421868774028905,0.032,0.358,5.01040149828151e-08
"AT1G26880",3.11857896267468e-12,-1.01568916047096,0.357,0.914,5.56728716416684e-08
"NRPA1",3.21030419093232e-12,-1.16945022667816,0.054,0.42,5.73103504165238e-08
"GFA2",3.29340769394311e-12,-1.54877431538325,0.07,0.457,5.87939141522723e-08
"AT5G61330",3.53213302883122e-12,-2.71969134640246,0.022,0.321,6.30556388306949e-08
"AT1G09590",3.71620162748673e-12,-0.409279056102404,0.308,0.901,6.63416314538931e-08
"EMB2766",3.73165496566811e-12,-1.84343790914206,0.054,0.407,6.66175044471071e-08
"HIT3",3.90793984641053e-12,-0.805418661945562,0.232,0.802,6.97645421381208e-08
"AT2G40650",4.07287582846975e-12,-1.93809999568558,0.038,0.37,7.2708979289842e-08
"AT4G02930",4.14594060610882e-12,-0.877514792741307,0.157,0.654,7.40133317002546e-08
"AT5G06210",4.22292053033229e-12,-1.50179840997399,0.022,0.321,7.53875773074921e-08
"AT3G02220",4.34473621573981e-12,-1.54055663055592,0.076,0.469,7.75622309233871e-08
"RPS15",4.39054452429817e-12,-0.869825972869882,0.514,0.975,7.8380000847771e-08
"AT5G09770",4.54669527316218e-12,-1.72429521650901,0.043,0.383,8.11676040164912e-08
"AT2G37690",4.71239003887952e-12,-2.20054759158474,0.065,0.432,8.41255869740772e-08
"AT1G27400",5.2283096379398e-12,-0.816969559808666,0.47,0.975,9.33357836565012e-08
"Fes1A",5.26093691753306e-12,-1.31778878586845,0.054,0.407,9.39182458518002e-08
"AT5G25754",5.29650552699678e-12,-1.30143200047818,0.086,0.494,9.45532166679465e-08
"VIM1",5.8038607625448e-12,-2.90411456339965,0.027,0.333,1.0361052233295e-07
"AT5G59850",5.92214483039128e-12,-0.568240551280761,0.357,0.951,1.05722129512145e-07
"EIF3E",6.5351887579009e-12,-1.1491674132177,0.108,0.556,1.16666189706047e-07
"AT5G06550",6.80203294200794e-12,-2.83715930694248,0.032,0.346,1.21429892080726e-07
"AT2G19750",6.80468006877417e-12,-0.555369266720833,0.222,0.778,1.21477148587756e-07
"AT1G17285",6.86750594688408e-12,-1.422804887901,0.119,0.568,1.22598716163775e-07
"AT3G10610",6.92070751235929e-12,-1.44784701311435,0.097,0.506,1.23548470510638e-07
"AT2G04390",6.93568028421596e-12,-0.840895001578652,0.216,0.765,1.23815764433823e-07
"AT1G25260",6.99898591657352e-12,-0.753331610645421,0.146,0.63,1.2494589658267e-07
