"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT4G17486",0.0012142537947691,-1.23152142022162,0.074,0.019,1,"4","AT4G17486"
"PLDGAMMA2.2",0.00121877938302288,-1.66016875447985,0.111,0.036,1,"4","PLDGAMMA2"
"DPD1.3",0.00122306253707315,-0.438949532740315,0.074,0.019,1,"4","DPD1"
"SUFE2.1",0.00122748900651522,-1.3511536541228,0.074,0.019,1,"4","SUFE2"
"AT5G65960.2",0.00122748900651522,-0.306181503085702,0.074,0.019,1,"4","AT5G65960"
"CSLC04.3",0.00122903609120059,0.33514935797367,0.062,0.014,1,"4","CSLC04"
"GPDHp.2",0.00123125530681331,0.827752693262064,0.037,0.006,1,"4","GPDHp"
"DRP3A.2",0.00123193026753031,-1.08493290556691,0.074,0.019,1,"4","DRP3A"
"IRX14.2",0.00123413234308852,-0.171892387944979,0.062,0.014,1,"4","IRX14"
"HCAR",0.00123638636479983,-1.92690721283979,0.074,0.019,1,"4","HCAR"
"SUR1.1",0.00123638636479983,-1.1944249567253,0.074,0.019,1,"4","SUR1"
"TIP2.2",0.00123755193498811,-7.10653033272288,0.025,0.151,1,"4","TIP2"
"AT3G56320.2",0.00123892274623976,1.43051264083013,0.037,0.006,1,"4","AT3G56320"
"AT4G19450",0.00124438344198093,-1.30344358600306,0.062,0.014,1,"4","AT4G19450"
"AT5G01890.3",0.00124438344198093,-0.571850052055444,0.062,0.014,1,"4","AT5G01890"
"RUS3",0.00124663425796586,0.134121487684246,0.037,0.006,1,"4","RUS3"
"AT1G34570",0.00124663425796586,0.229993524576225,0.037,0.006,1,"4","AT1G34570"
"VPS9A.1",0.00124663425796586,0.656802813068349,0.037,0.006,1,"4","VPS9A"
"AT5G28750.3",0.00124938400420138,-2.24010295878676,0.16,0.06,1,"4","AT5G28750"
"XBCP3.1",0.00124953842419303,-0.87798005907001,0.062,0.014,1,"4","XBCP3"
"AT1G27210.1",0.00124953842419303,-1.12813996895576,0.062,0.014,1,"4","AT1G27210"
"ckl4.1",0.00124953842419303,-0.955925089809293,0.062,0.014,1,"4","ckl4"
"AT1G44770",0.00125439007089381,-0.612611439381931,0.037,0.006,1,"4","AT1G44770"
"AT3G56270",0.00125439007089381,-0.134347837361172,0.037,0.006,1,"4","AT3G56270"
"WRNEXO.1",0.00125439007089381,-0.312274549744482,0.037,0.006,1,"4","WRNEXO"
"AT4G37432.2",0.00125439007089381,0.953662247961349,0.037,0.006,1,"4","AT4G37432"
"AT5G23340",0.00125439007089381,-0.134615452187849,0.037,0.006,1,"4","AT5G23340"
"MPK19",0.00125471286846183,-1.53239437796541,0.062,0.014,1,"4","MPK19"
"AT1G29040.2",0.00125471311872706,-0.543265537981695,0.062,0.014,1,"4","AT1G29040"
"MED8.1",0.00125471311872706,-1.02644879779393,0.062,0.014,1,"4","MED8"
"AT3G11780",0.00125471311872706,-1.60711201200056,0.062,0.014,1,"4","AT3G11780"
"AT3G54290.1",0.00125471311872706,-1.15904879157057,0.062,0.014,1,"4","AT3G54290"
"RABA4a.2",0.00125471311872706,-0.208639128953905,0.062,0.014,1,"4","RABA4a"
"HMG1.4",0.00125491686980017,-1.62553919847269,0.21,0.086,1,"4","HMG1"
"AT1G02270",0.00125990709143771,-1.95012423856075,0.062,0.014,1,"4","AT1G02270"
"NUDX15.2",0.00125990759369692,-1.252820868866,0.062,0.014,1,"4","NUDX15"
"AT1G50570.1",0.00125990759369692,-0.885203408471771,0.062,0.014,1,"4","AT1G50570"
"KUP3",0.00125990759369692,-1.34823183750495,0.062,0.014,1,"4","KUP3"
"AT3G54100.2",0.00125990759369692,-0.893961001777512,0.062,0.014,1,"4","AT3G54100"
"AT1G17790",0.001262190414961,-0.453592593048012,0.037,0.006,1,"4","AT1G17790"
"AT1G34270",0.001262190414961,-0.669860662324375,0.037,0.006,1,"4","AT1G34270"
"AT1G52905.2",0.001262190414961,0.632127520028986,0.037,0.006,1,"4","AT1G52905"
"AT2G30230",0.001262190414961,-0.261066089281981,0.037,0.006,1,"4","AT2G30230"
"MAKR3.1",0.001262190414961,0.486373128599369,0.037,0.006,1,"4","MAKR3"
"TOPP9",0.001262190414961,0.270611971417367,0.037,0.006,1,"4","TOPP9"
"AT3G06780",0.001262190414961,-0.978332923245883,0.037,0.006,1,"4","AT3G06780"
"AT4G30400",0.001262190414961,-1.3026864983349,0.037,0.006,1,"4","AT4G30400"
"SOS2",0.001262190414961,-1.28883973010557,0.037,0.006,1,"4","SOS2"
"AT5G42350.1",0.001262190414961,0.99300609048778,0.037,0.006,1,"4","AT5G42350"
"AT5G51380",0.001262190414961,-0.209811342565695,0.037,0.006,1,"4","AT5G51380"
"MUM2.1",0.001262190414961,0.595996354204048,0.037,0.006,1,"4","MUM2"
"AT1G07200",0.00127003495187141,-0.64246503536112,0.037,0.006,1,"4","AT1G07200"
"AT1G07520",0.00127003552114372,-0.54325007638438,0.037,0.006,1,"4","AT1G07520"
"AT1G09195",0.00127003552114372,-0.570009484184301,0.037,0.006,1,"4","AT1G09195"
"AT1G17930",0.00127003552114372,-0.841375469434343,0.037,0.006,1,"4","AT1G17930"
"AT1G28400.1",0.00127003552114372,-0.931555911335989,0.037,0.006,1,"4","AT1G28400"
"AT1G53190.1",0.00127003552114372,0.259720359746265,0.037,0.006,1,"4","AT1G53190"
"AT1G54650",0.00127003552114372,-0.297048757725095,0.037,0.006,1,"4","AT1G54650"
"YSL7.2",0.00127003552114372,0.689666207440521,0.037,0.006,1,"4","YSL7"
"GDPD5.1",0.00127003552114372,-0.616611274669751,0.037,0.006,1,"4","GDPD5"
"AT2G05812.1",0.00127003552114372,0.764050223580774,0.037,0.006,1,"4","AT2G05812"
"BAG6",0.00127003552114372,-1.00203975488169,0.037,0.006,1,"4","BAG6"
"AT3G05675",0.00127003552114372,-0.598631532237691,0.037,0.006,1,"4","AT3G05675"
"AT3G07700",0.00127003552114372,-0.402647804773242,0.037,0.006,1,"4","AT3G07700"
"AT3G09360.1",0.00127003552114372,-0.297463158257635,0.037,0.006,1,"4","AT3G09360"
"CHR38.1",0.00127003552114372,0.543305599107365,0.037,0.006,1,"4","CHR38"
"AT3G49350.1",0.00127003552114372,-0.316439501451496,0.037,0.006,1,"4","AT3G49350"
"BAG4",0.00127003552114372,-0.934688640892473,0.037,0.006,1,"4","BAG4"
"GATL7",0.00127003552114372,-0.354524895736957,0.037,0.006,1,"4","GATL7"
"AT4G16060.1",0.00127003552114372,0.518757789399154,0.037,0.006,1,"4","AT4G16060"
"AT4G20325",0.00127003552114372,0.349521601633192,0.037,0.006,1,"4","AT4G20325"
"ZFWD1",0.00127003552114372,-1.06968830890552,0.037,0.006,1,"4","ZFWD1"
"AT4G26960",0.00127003552114372,-0.734430379455721,0.037,0.006,1,"4","AT4G26960"
"AT4G31060",0.00127003552114372,-0.93375248199399,0.037,0.006,1,"4","AT4G31060"
"AT5G02350.2",0.00127003552114372,-0.139940377405131,0.037,0.006,1,"4","AT5G02350"
"AO",0.00127003552114372,-1.14719394822664,0.037,0.006,1,"4","AO"
"AT5G33280.1",0.00127003552114372,-0.443696114998727,0.037,0.006,1,"4","AT5G33280"
"AT5G43822.2",0.00127003552114372,0.714989910369545,0.037,0.006,1,"4","AT5G43822"
"AT5G54920",0.00127003552114372,-0.638038650900274,0.037,0.006,1,"4","AT5G54920"
"AT5G61830",0.00127003552114372,-1.39082156555025,0.037,0.006,1,"4","AT5G61830"
"AKR2.2",0.00133129115019067,-1.75323153073702,0.185,0.073,1,"4","AKR2"
"AT3G16180.3",0.00134605216394382,-1.10451539936166,0.086,0.024,1,"4","AT3G16180"
"AT5G58900.1",0.00135566366135796,-1.89849685703876,0.173,0.067,1,"4","AT5G58900"
"AT4G02940.4",0.00139403723372757,-1.01849722127892,0.086,0.024,1,"4","AT4G02940"
"HS1.3",0.00139543856712762,-0.855935746278523,0.148,0.055,1,"4","HS1"
"LEJ2.2",0.00141476785656589,-1.75076357163638,0.136,0.048,1,"4","LEJ2"
"PSRP5.3",0.0014526592128157,-2.59258154198635,0.296,0.131,1,"4","PSRP5"
"AT1G28540.2",0.00151192488334294,0.601684607017001,0.049,0.01,1,"4","AT1G28540"
"AT3G57710.1",0.00151192488334294,0.239756811962993,0.049,0.01,1,"4","AT3G57710"
"AT3G12020",0.00151918073004638,-0.508091203442692,0.049,0.01,1,"4","AT3G12020"
"VHA-E3.2",0.00153378874054968,0.279944498482289,0.049,0.01,1,"4","VHA-E3"
"PHP.1",0.00153378874054968,-0.67579566790747,0.049,0.01,1,"4","PHP"
"AT4G03200",0.00154852602625871,-1.04654118419991,0.049,0.01,1,"4","AT4G03200"
"AT1G03030",0.00155594346861837,-0.52417534257302,0.049,0.01,1,"4","AT1G03030"
"P4H2.3",0.00155594346861837,-0.312735669903131,0.049,0.01,1,"4","P4H2"
"AT3G07400.1",0.00155594346861837,-0.711702643018344,0.049,0.01,1,"4","AT3G07400"
"BAM2.1.1",0.00155594346861837,-0.658093581553399,0.049,0.01,1,"4","BAM2.1"
"RBP-DR1",0.00155594346861837,-0.946444507903504,0.049,0.01,1,"4","RBP-DR1"
"ARPC4.1",0.00155594346861837,-0.705812052585256,0.049,0.01,1,"4","ARPC4"
"SHA1.2",0.00155594346861837,-0.895675690783132,0.049,0.01,1,"4","SHA1"
"AT1G13880",0.00156339361622592,-1.34237510012014,0.049,0.01,1,"4","AT1G13880"
"AT1G31175.2",0.00156339361622592,-0.938957288848313,0.049,0.01,1,"4","AT1G31175"
"AT1G60545.1",0.00156339361622592,-0.820772961351314,0.049,0.01,1,"4","AT1G60545"
"AT1G60995",0.00156339361622592,-1.22174148538085,0.049,0.01,1,"4","AT1G60995"
"AT1G66900",0.00156339361622592,-1.20730842849796,0.049,0.01,1,"4","AT1G66900"
"SPS1",0.00156339361622592,-0.583519767182455,0.049,0.01,1,"4","SPS1"
"AT2G32430.1",0.00156339361622592,-1.38631963228695,0.049,0.01,1,"4","AT2G32430"
"APG10.1",0.00156339361622592,-0.878665854935924,0.049,0.01,1,"4","APG10"
"AT2G40820.3",0.00156339361622592,-0.119485127078621,0.049,0.01,1,"4","AT2G40820"
"AT2G43890.3",0.00156339361622592,-0.263388719638982,0.049,0.01,1,"4","AT2G43890"
"AT3G07565.1",0.00156339361622592,-1.31718516687677,0.049,0.01,1,"4","AT3G07565"
"ROP10.1",0.00156339361622592,-1.62225146595841,0.049,0.01,1,"4","ROP10"
"ATG13.1",0.00156339361622592,-0.726391661516624,0.049,0.01,1,"4","ATG13"
"AT3G60860.2",0.00156339361622592,-0.248415006510901,0.049,0.01,1,"4","AT3G60860"
"AT4G32600",0.00156339361622592,-1.17987069696238,0.049,0.01,1,"4","AT4G32600"
"AT5G04460.1",0.00156339361622592,-0.389051694286636,0.049,0.01,1,"4","AT5G04460"
"ADR1-L2",0.00156339361622592,-0.981684342369465,0.049,0.01,1,"4","ADR1-L2"
"PAA2.1",0.00156339361622592,-1.42360963565628,0.049,0.01,1,"4","PAA2.1"
"LHCB2.1.4",0.00158467306263379,-9.21009103140208,0,0.111,1,"4","LHCB2.1"
"NIR1.4",0.00159916445190551,-1.06810155417475,0.099,0.031,1,"4","NIR1"
"AT1G21660.3",0.00165856148859716,-0.671872675724814,0.074,0.02,1,"4","AT1G21660"
"NF-YC3.1",0.00167594547307874,-1.16699932365811,0.074,0.02,1,"4","NF-YC3"
"AT1G22060.1",0.00168177728218245,-1.62826709578924,0.074,0.02,1,"4","AT1G22060"
"CRY1",0.00168177728218245,-2.24248403404168,0.074,0.02,1,"4","CRY1"
"AT4G14160.2",0.00169229817349856,-1.44605179003772,0.099,0.031,1,"4","AT4G14160"
"BAM2",0.0016934969427294,-1.74615706855418,0.074,0.02,1,"4","BAM2"
"AT5G08450",0.0016934969427294,-1.53710741188794,0.074,0.02,1,"4","AT5G08450"
"GME.2",0.00171785684715123,-2.20984712021349,0.222,0.094,1,"4","GME"
"EDA30.3",0.00172217200088822,0.178300023871687,0.062,0.015,1,"4","EDA30"
"AT4G12770.1",0.00176347399719466,-0.544511083448967,0.062,0.015,1,"4","AT4G12770"
"AT3G24506.1",0.0017720737357792,-1.28304017542731,0.086,0.025,1,"4","AT3G24506"
"nPAP.3",0.00177754774436049,-1.62086270579829,0.086,0.025,1,"4","nPAP"
"ATATH8",0.00178303709597122,-1.75115129881636,0.086,0.025,1,"4","ATATH8"
"AT4G02370.2",0.00178303709597122,-1.51608729008202,0.086,0.025,1,"4","AT4G02370"
"FTSH12.2",0.00179406316941888,-1.41010884610783,0.086,0.025,1,"4","FTSH12"
"VIIIA.4",0.00180568487762316,-0.622747515358995,0.062,0.015,1,"4","VIIIA"
"ABCB29",0.00180568487762316,-1.30588062113482,0.062,0.015,1,"4","ABCB29"
"AT5G05820.3",0.00181280964132822,-0.717395722361245,0.062,0.015,1,"4","AT5G05820"
"AT3G05000.2",0.00181996023239379,-0.823431999710733,0.062,0.015,1,"4","AT3G05000"
"SQD2.1",0.00182713673478729,-0.936599014150633,0.062,0.015,1,"4","SQD2"
"FHY3.1",0.00183433923271059,-1.43044845826732,0.062,0.015,1,"4","FHY3"
"PANK1",0.00184156747956117,-1.23811584314456,0.062,0.015,1,"4","PANK1"
"ABCA2.1",0.00184156781060042,-0.854500504537181,0.062,0.015,1,"4","ABCA2"
"AT5G17910.2",0.00184156781060042,-1.27831549693249,0.062,0.015,1,"4","AT5G17910"
"PPD1.1",0.00184882222101546,-1.70328208684923,0.062,0.015,1,"4","PPD1.1"
"EMB3103",0.00184882255312898,-1.87900335229448,0.062,0.015,1,"4","EMB3103"
"iqd9.1",0.00184882255312898,-1.20714081985947,0.062,0.015,1,"4","iqd9"
"AT2G42390",0.00184882255312898,-1.65620431505871,0.062,0.015,1,"4","AT2G42390"
"BGLU10.1",0.00184882255312898,-1.37117489937433,0.062,0.015,1,"4","BGLU10"
"FOLK.1",0.00184882255312898,-1.17613618470594,0.062,0.015,1,"4","FOLK"
"COB.4",0.00191557107029743,-1.6974349841609,0.185,0.075,1,"4","COB"
"CYP97B3.2",0.0019230135118703,-1.63670854693377,0.111,0.037,1,"4","CYP97B3"
"AT1G12850.4",0.00192795772732972,-1.77475753611033,0.111,0.037,1,"4","AT1G12850"
"AT5G20130.1",0.00195787015689548,-2.12588897424272,0.111,0.037,1,"4","AT5G20130"
"PDIL5-4.3",0.00200234225350928,-0.692597952549447,0.099,0.031,1,"4","PDIL5-4"
"PRF1.4",0.00203932906080673,-1.66372404902093,0.198,0.082,1,"4","PRF1"
"FUC95A.1",0.00205847200196797,-2.19633213932897,0.123,0.043,1,"4","FUC95A"
"EMB1444.1",0.0020726717942356,-0.181789931518616,0.074,0.02,1,"4","EMB1444"
"F2KP.1",0.00213322468904435,-1.73217437104213,0.099,0.031,1,"4","F2KP"
"HYP1.1",0.00217250154473682,-1.19231590324434,0.074,0.02,1,"4","HYP1"
"AT5G19860.1",0.00217250154473682,-1.11459100629679,0.074,0.02,1,"4","AT5G19860"
"MAP70-2.3",0.00220182330202069,-0.675770781380938,0.074,0.02,1,"4","MAP70-2"
"AT1G31780.3",0.0022207839849031,-0.469721685038806,0.086,0.026,1,"4","AT1G31780"
"AT1G33250.3",0.0022315070788186,-1.08090156495732,0.074,0.02,1,"4","AT1G33250"
"WSIP2.2",0.0022315070788186,-0.712121848670946,0.074,0.02,1,"4","WSIP2"
"AT3G22260.1",0.0022331738915618,1.64120405597662,0.025,0.003,1,"4","AT3G22260"
"BSK7.2",0.00227672154341091,-1.67867187654337,0.074,0.02,1,"4","BSK7"
"ER.2",0.00227672154341091,-1.77069732933114,0.074,0.02,1,"4","ER"
"RUP2.1",0.00228738794973294,2.93122514181438,0.025,0.003,1,"4","RUP2"
"AT1G65370",0.00230572550864868,0.409965826552453,0.025,0.003,1,"4","AT1G65370"
"RNS1.1",0.00230572550864868,0.916860757824398,0.025,0.003,1,"4","RNS1"
"HSF A4A",0.00230572550864868,0.986647097829505,0.025,0.003,1,"4","HSF A4A"
"AT5G02070.1",0.00230572550864868,2.2667373843004,0.025,0.003,1,"4","AT5G02070"
"NF-YC12",0.00230572550864868,0.890139139374448,0.025,0.003,1,"4","NF-YC12"
"RTFL11.1",0.00232419762565571,0.380225114856772,0.025,0.003,1,"4","RTFL11"
"AT1G33350",0.00232419762565571,0.892847284451135,0.025,0.003,1,"4","AT1G33350"
"UBP4",0.00232419762565571,1.73600020513905,0.025,0.003,1,"4","UBP4"
"AT3G02330",0.00232419762565571,0.424497055091872,0.025,0.003,1,"4","AT3G02330"
"CYP705A28.1",0.00232419762565571,0.700985620604322,0.025,0.003,1,"4","CYP705A28"
"DWF4",0.00232419762565571,-1.23777538362748,0.025,0.003,1,"4","DWF4"
"MBD1",0.00232419762565571,0.953431802004613,0.025,0.003,1,"4","MBD1"
"CPK26",0.00232419762565571,1.52479938416585,0.025,0.003,1,"4","CPK26"
"AT5G02670",0.00232419762565571,1.31874969821216,0.025,0.003,1,"4","AT5G02670"
"AT5G07710",0.00232419762565571,0.880550648361884,0.025,0.003,1,"4","AT5G07710"
"AT5G41120.1",0.00232419762565571,2.46094978837126,0.025,0.003,1,"4","AT5G41120"
"AT5G56420.1",0.00232419762565571,1.41740032220319,0.025,0.003,1,"4","AT5G56420"
"CCD1.2",0.0023248563927898,-1.93273737560795,0.148,0.056,1,"4","CCD1"
"AT1G01630.1",0.00234280518104305,-0.136793537886709,0.025,0.003,1,"4","AT1G01630"
"AT1G05970",0.00234280518104305,0.21351922235387,0.025,0.003,1,"4","AT1G05970"
"RLP1",0.00234280518104305,0.512942120046165,0.025,0.003,1,"4","RLP1"
"AT1G09910",0.00234280518104305,0.936845474074894,0.025,0.003,1,"4","AT1G09910"
"AT1G10095",0.00234280518104305,-1.08886439192735,0.025,0.003,1,"4","AT1G10095"
"FRS11",0.00234280518104305,-0.490444464057649,0.025,0.003,1,"4","FRS11"
"AT1G13970.1",0.00234280518104305,1.60973640592785,0.025,0.003,1,"4","AT1G13970"
"AT1G18610",0.00234280518104305,1.29788840399472,0.025,0.003,1,"4","AT1G18610"
"SPL11",0.00234280518104305,-0.658634937522731,0.025,0.003,1,"4","SPL11"
"AT1G29160.1",0.00234280518104305,2.04345856648451,0.025,0.003,1,"4","AT1G29160"
"AT1G29550",0.00234280518104305,0.480920551049072,0.025,0.003,1,"4","AT1G29550"
"PS1.1",0.00234280518104305,0.172393998724125,0.025,0.003,1,"4","PS1.1"
"AT1G36622.1",0.00234280518104305,-1.82129929576718,0.025,0.003,1,"4","AT1G36622"
"PUB26",0.00234280518104305,-0.327937716894344,0.025,0.003,1,"4","PUB26"
"AT1G51370",0.00234280518104305,-0.161791035694169,0.025,0.003,1,"4","AT1G51370"
"TRO.1",0.00234280518104305,0.596791239299885,0.025,0.003,1,"4","TRO"
"AT1G54450.1",0.00234280518104305,1.44704491568502,0.025,0.003,1,"4","AT1G54450"
"AT1G58602",0.00234280518104305,-0.95522553441817,0.025,0.003,1,"4","AT1G58602"
"AT1G62310",0.00234280518104305,0.30005598442036,0.025,0.003,1,"4","AT1G62310"
"RPF3",0.00234280518104305,-0.420806460243699,0.025,0.003,1,"4","RPF3"
"AT1G63740",0.00234280518104305,0.258351873652069,0.025,0.003,1,"4","AT1G63740"
"AT1G73760",0.00234280518104305,0.762143787301387,0.025,0.003,1,"4","AT1G73760"
"TIFY10B",0.00234280518104305,-0.715555903029768,0.025,0.003,1,"4","TIFY10B"
"ASHH1",0.00234280518104305,0.537079635317542,0.025,0.003,1,"4","ASHH1"
"AT1G77620",0.00234280518104305,0.675168163215088,0.025,0.003,1,"4","AT1G77620"
"AT1G78730",0.00234280518104305,-0.162120597875283,0.025,0.003,1,"4","AT1G78730"
"AT1G79080",0.00234280518104305,0.497555423449572,0.025,0.003,1,"4","AT1G79080"
"AT2G15880",0.00234280518104305,0.425614472808884,0.025,0.003,1,"4","AT2G15880"
"CDC6",0.00234280518104305,-0.692704754357429,0.025,0.003,1,"4","CDC6"
"CHAL",0.00234280518104305,-0.505801124518215,0.025,0.003,1,"4","CHAL"
"AT2G35430",0.00234280518104305,-0.428512474043681,0.025,0.003,1,"4","AT2G35430"
"AT2G36370",0.00234280518104305,-0.62945089829559,0.025,0.003,1,"4","AT2G36370"
"AT2G41040.1",0.00234280518104305,0.558790265519513,0.025,0.003,1,"4","AT2G41040"
"AT2G43465",0.00234280518104305,0.115639322060971,0.025,0.003,1,"4","AT2G43465"
"OASB.1",0.00234280518104305,0.954596915707514,0.025,0.003,1,"4","OASB"
"KPHMT1",0.00234280518104305,0.895752588936039,0.025,0.003,1,"4","KPHMT1"
"AT3G02290",0.00234280518104305,-0.704778715965107,0.025,0.003,1,"4","AT3G02290"
"AT3G04160",0.00234280518104305,0.389656815590254,0.025,0.003,1,"4","AT3G04160"
"CCR1.1",0.00234280518104305,0.318382694764597,0.025,0.003,1,"4","CCR1.1"
"RSH2.1",0.00234280518104305,-0.41395372588335,0.025,0.003,1,"4","RSH2.1"
"AT3G15630",0.00234280518104305,-0.210067953220476,0.025,0.003,1,"4","AT3G15630"
"AT3G19390.1",0.00234280518104305,0.452150022816453,0.025,0.003,1,"4","AT3G19390"
"AT3G24840",0.00234280518104305,0.10421974972575,0.025,0.003,1,"4","AT3G24840"
"AT3G25597.1",0.00234280518104305,0.248780112351216,0.025,0.003,1,"4","AT3G25597"
"AT3G28140",0.00234280518104305,1.28368412071025,0.025,0.003,1,"4","AT3G28140"
"ZIFL2",0.00234280518104305,1.05376209899261,0.025,0.003,1,"4","ZIFL2"
"ABCA7",0.00234280518104305,0.275917541559862,0.025,0.003,1,"4","ABCA7"
"AT3G48180",0.00234280518104305,1.02056842631726,0.025,0.003,1,"4","AT3G48180"
"AT3G51150",0.00234280518104305,-0.694120340735185,0.025,0.003,1,"4","AT3G51150"
"AT3G52490",0.00234280518104305,-0.341652381098103,0.025,0.003,1,"4","AT3G52490"
"CIP111",0.00234280518104305,-0.437940432412464,0.025,0.003,1,"4","CIP111"
"AT3G63220",0.00234280518104305,-0.371735003659373,0.025,0.003,1,"4","AT3G63220"
"XSP1",0.00234280518104305,-0.442159892887663,0.025,0.003,1,"4","XSP1"
"AT4G00525",0.00234280518104305,1.14934809914271,0.025,0.003,1,"4","AT4G00525"
"AT4G02425.1",0.00234280518104305,1.63621859490629,0.025,0.003,1,"4","AT4G02425"
"AT4G03635",0.00234280518104305,0.296903736391341,0.025,0.003,1,"4","AT4G03635"
"AT4G16900",0.00234280518104305,-0.907369050761369,0.025,0.003,1,"4","AT4G16900"
"UBP20",0.00234280518104305,1.10284895672738,0.025,0.003,1,"4","UBP20"
"KUP9",0.00234280518104305,-0.563271131011976,0.025,0.003,1,"4","KUP9"
"AT4G21820",0.00234280518104305,-0.493855601010572,0.025,0.003,1,"4","AT4G21820"
"AT4G22860",0.00234280518104305,0.490868032064862,0.025,0.003,1,"4","AT4G22860"
"AT4G25290",0.00234280518104305,-0.980965591232772,0.025,0.003,1,"4","AT4G25290"
"XTH14.1",0.00234280518104305,-1.40207500904014,0.025,0.003,1,"4","XTH14"
"OZF2",0.00234280518104305,-0.997818571080251,0.025,0.003,1,"4","OZF2"
"AT4G29990",0.00234280518104305,-0.587822576184327,0.025,0.003,1,"4","AT4G29990"
"AT4G34800.1",0.00234280518104305,1.30076313495822,0.025,0.003,1,"4","AT4G34800"
"AT4G38060",0.00234280518104305,-0.252828149918169,0.025,0.003,1,"4","AT4G38060"
"AT5G02940",0.00234280518104305,-0.528554707347058,0.025,0.003,1,"4","AT5G02940"
"AT5G07152",0.00234280518104305,-0.143987640116582,0.025,0.003,1,"4","AT5G07152"
"AT5G07590",0.00234280518104305,-0.227267166590535,0.025,0.003,1,"4","AT5G07590"
"AT5G08110",0.00234280518104305,0.38370785364435,0.025,0.003,1,"4","AT5G08110"
"SMC5",0.00234280518104305,-0.549483642123305,0.025,0.003,1,"4","SMC5"
"ANAC087",0.00234280518104305,1.06022608626685,0.025,0.003,1,"4","ANAC087"
"AT5G26720.1",0.00234280518104305,1.06914565001283,0.025,0.003,1,"4","AT5G26720"
"PMI15",0.00234280518104305,0.115937731164077,0.025,0.003,1,"4","PMI15"
"AT5G41400",0.00234280518104305,-0.938405331433464,0.025,0.003,1,"4","AT5G41400"
"AT5G48610",0.00234280518104305,0.72065618839226,0.025,0.003,1,"4","AT5G48610"
"AT5G51500.1",0.00234280518104305,2.17651877270338,0.025,0.003,1,"4","AT5G51500"
"GAPA.3",0.00236672211979212,-7.63180194541938,0.012,0.123,1,"4","GAPA"
"LPA3.1",0.00239306631901627,-2.27047403423456,0.123,0.044,1,"4","LPA3"
"AT3G16940",0.00244632140680803,-0.992729992540398,0.049,0.01,1,"4","AT3G16940"
"MGT9",0.00244632140680803,-0.484495008167806,0.049,0.01,1,"4","MGT9"
"AT2G18465",0.00245730943928911,-0.390933984592392,0.049,0.01,1,"4","AT2G18465"
"AOAT2",0.00246834261720496,-0.42664019952731,0.049,0.01,1,"4","AOAT2"
"PIRL5",0.00249054507056818,-0.947013538114821,0.049,0.01,1,"4","PIRL5"
"SS4",0.00249054507056818,-0.94836046906641,0.049,0.01,1,"4","SS4"
"SARK.2",0.00249054507056818,-0.119867222779294,0.049,0.01,1,"4","SARK"
"AT5G27710.1",0.00249054507056818,-0.705000241327704,0.049,0.01,1,"4","AT5G27710"
"CRK3.1",0.00249784260869444,0.110669976272332,0.037,0.006,1,"4","CRK3.1"
"AT3G03140.1",0.00250171467791015,-1.22829175396244,0.049,0.01,1,"4","AT3G03140"
"YLS7",0.00250171467791015,-0.904249400860495,0.049,0.01,1,"4","YLS7"
