"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.28523257116639e-07,10.3645161563021,0.018,0,0.00764999718604624,"5","AT1G60060"
4.28523257116639e-07,10.6844221641928,0.018,0,0.00764999718604624,"5","AT1G69570"
4.28523257116639e-07,11.1120033639526,0.018,0,0.00764999718604624,"5","AT1G73630"
4.28523257116639e-07,10.5805152763603,0.018,0,0.00764999718604624,"5","RABA6a"
4.28523257116639e-07,10.4454213239025,0.018,0,0.00764999718604624,"5","AT2G01990"
4.28523257116639e-07,11.006370999163,0.018,0,0.00764999718604624,"5","AT2G17442"
1.23899708656367e-87,5.26231950777992,0.39,0.005,2.21185759893346e-83,"6","AT4G29030"
4.34863465377324e-73,7.41160312378435,0.244,0.001,7.76318258391599e-69,"6","LTP6"
6.32291455692325e-69,5.94313467828052,0.268,0.002,1.12876670670194e-64,"6","CYP78A5"
1.74505725545314e-48,3.84812725691652,0.293,0.007,3.11527621243495e-44,"6","ERL2"
8.50090317054713e-48,3.54770215789121,0.512,0.032,1.51758123400607e-43,"6","AFO"
6.85590871198129e-41,3.22996346228924,0.488,0.035,1.2239168232629e-36,"6","PDF1"
6.52637462986301e-40,4.34830834924693,0.22,0.005,1.16508839892314e-35,"6","AT1G55200"
7.08048939891219e-40,4.72921203659925,0.22,0.005,1.2640089674938e-35,"6","ANT"
7.08534198817073e-38,3.79844443573876,0.293,0.012,1.26487525172824e-33,"6","GRF5"
8.26613739668141e-33,4.80733056527686,0.171,0.003,1.47567084805557e-28,"6","AT1G62500"
1.45438515829896e-32,4.58734697156928,0.171,0.003,2.5963683845953e-28,"6","ERL1"
3.0587734477906e-30,5.46497030938327,0.171,0.004,5.46052235899578e-26,"6","ICR1"
1.78779051121728e-29,3.47356996305622,0.366,0.028,3.19156362062509e-25,"6","3xHMG-box2"
8.33124970616121e-26,3.2892772700606,0.22,0.01,1.4872946975439e-21,"6","AT3G61310"
1.37455660116701e-25,5.8180804393601,0.122,0.002,2.45385844440334e-21,"6","AT3G57060"
1.21176795092924e-24,2.32350862772771,0.317,0.024,2.16324814599889e-20,"6","LTL1"
3.87060605360891e-24,3.45822031242437,0.171,0.006,6.90980592690262e-20,"6","scpl25"
1.63710790920108e-22,2.80168694292055,0.171,0.007,2.92256503950578e-18,"6","YAB5"
1.99875512589849e-22,3.10969728018729,0.195,0.009,3.56817765075398e-18,"6","E13L3"
4.70014057855915e-22,2.75505649044465,0.366,0.039,8.3906909608438e-18,"6","PIP1%3B4"
1.94157042732707e-20,5.72380594725673,0.122,0.003,3.46609152686428e-16,"6","AT5G62960"
2.83206131298151e-19,3.5191578128524,0.317,0.035,5.0557958559346e-15,"6","AT2G28790"
4.91009556622807e-19,4.43652515407485,0.073,0.001,8.76550260483035e-15,"6","KCS2"
4.91009556622807e-19,4.71901695858436,0.073,0.001,8.76550260483035e-15,"6","AT1G70340"
4.91009556622807e-19,5.65861334211404,0.073,0.001,8.76550260483035e-15,"6","RIP4"
4.94146154944767e-19,8.42042716854028,0.098,0.002,8.82149715807397e-15,"6","AT1G16630"
2.49251323006887e-18,4.39480835042266,0.171,0.009,4.44963461831895e-14,"6","ENODL14"
2.20730100942787e-17,10.4548016518208,0.049,0,3.94047376203062e-13,"6","BLH11"
2.20730100942787e-17,11.1842477463977,0.049,0,3.94047376203062e-13,"6","KCS12"
2.20730100942787e-17,10.7284103614265,0.049,0,3.94047376203062e-13,"6","HB-3"
2.20730100942787e-17,9.85776317026843,0.049,0,3.94047376203062e-13,"6","AT3G44960"
2.20730100942787e-17,10.5842370186636,0.049,0,3.94047376203062e-13,"6","AT5G11250"
2.20730100942787e-17,10.675474271242,0.049,0,3.94047376203062e-13,"6","GAMT2"
2.20730100942787e-17,9.88890409555706,0.049,0,3.94047376203062e-13,"6","AT5G66631"
7.20420239689015e-17,3.89389657793054,0.122,0.005,1.28609421189283e-12,"6","CYCA1%3B1"
7.20420239689015e-17,4.17546738102247,0.122,0.005,1.28609421189283e-12,"6","AT4G26660"
1.30729089014147e-16,5.68320640526697,0.098,0.003,2.33377569708055e-12,"6","PEL3"
1.37204743472108e-16,5.61921432742934,0.098,0.003,2.44937908046406e-12,"6","BPS2"
1.37204743472108e-16,4.86861551535849,0.098,0.003,2.44937908046406e-12,"6","AT3G01710"
7.0580033786913e-16,4.03285250030581,0.171,0.012,1.25999476316397e-11,"6","AT5G16250"
1.20167089586138e-15,3.33576038140956,0.39,0.068,2.14522288329173e-11,"6","AN3"
2.88731581134552e-15,4.94394472559056,0.073,0.001,5.15443618641402e-11,"6","AT4G30250"
9.64037672010003e-15,4.30647615797439,0.098,0.003,1.72100005207226e-10,"6","CYCB1%3B1"
1.14368373316134e-14,3.9994886803061,0.098,0.003,2.04170420043963e-10,"6","AT4G15630"
3.52342675765667e-14,1.66444331089822,0.244,0.026,6.29002144776869e-10,"6","AT2G27385"
2.54133939274246e-13,5.76425154369172,0.098,0.004,4.53679908392385e-09,"6","POK2"
4.50355006188689e-13,1.25485418845783,0.488,0.1,8.03973757048047e-09,"6","THI1"
7.67233657147371e-13,7.01484618881743,0.073,0.002,1.36966552473949e-08,"6","CYCB1%3B4"
7.86087718456053e-13,6.2601180050585,0.073,0.002,1.40332379498775e-08,"6","CYCA2%3B4"
8.05396349062873e-13,5.95458153919359,0.073,0.002,1.43779356234704e-08,"6","HPY2"
