"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.57236481573883e-24,1.44592276460006,0.277,0.076,9.94778566905696e-20,"1","EMB3113"
5.92730373204044e-23,1.33705490224633,0.255,0.066,1.05814226224386e-18,"1","emb2394"
1.51987838169363e-22,1.23669014791398,0.267,0.073,2.71328688699947e-18,"1","AT3G54210"
3.25794161394442e-22,1.16437898780425,0.296,0.091,5.81607736921359e-18,"1","AT5G65220"
3.44065296841895e-22,1.43358095957901,0.201,0.042,6.14225367922151e-18,"1","EMB3136"
3.47083424869958e-22,1.60675426654775,0.161,0.024,6.19613330077849e-18,"1","ALDH11A3"
3.48161717856506e-22,1.82576468622141,0.229,0.059,6.21538298717434e-18,"1","ALB3"
5.17728555751607e-22,1.16674137417714,0.307,0.098,9.24249017727769e-18,"1","RBP31"
9.35026364421565e-22,1.86212852941444,0.161,0.026,1.66920906576538e-17,"1","PSRP2"
9.76512550607729e-22,1.27870819872688,0.241,0.061,1.74327020534492e-17,"1","AT1G13930"
4.38422383361259e-21,1.05572619879615,0.236,0.061,7.8267163877652e-17,"1","PRPL35"
4.52737580469157e-21,1.13554176993692,0.267,0.078,8.08227128653539e-17,"1","RPL15"
2.83169533462347e-20,1.10458763307106,0.203,0.046,5.05514251136983e-16,"1","EMB3126"
4.07865282288957e-20,1.1922923800745,0.206,0.048,7.28121101942246e-16,"1","AT2G37660"
7.60130193927945e-20,1.19150506082723,0.227,0.06,1.35698442220017e-15,"1","RPL24"
1.89603007050651e-19,1.1975178298026,0.411,0.204,3.38479288186822e-15,"1","Cpn60beta2"
5.37810998049639e-19,1.09757214274372,0.199,0.048,9.60100193718215e-15,"1","AT5G55220"
1.07212039105236e-18,1.01990907083334,0.158,0.029,1.91394932210667e-14,"1","TL29"
1.85767965770733e-18,1.07300905397711,0.284,0.097,3.31632972493912e-14,"1","PRPS20"
2.62944628550833e-18,1.38351149794656,0.144,0.025,4.69408750888947e-14,"1","AT5G44440"
2.66063892988685e-18,1.17108797438832,0.246,0.076,4.749772617634e-14,"1","emb1473"
8.20299513026969e-18,1.08713860838969,0.156,0.03,1.46439869065574e-13,"1","AT2G42220"
8.84370424357555e-18,1.42029851114748,0.137,0.023,1.57877808156311e-13,"1","AT5G51110"
2.90392824730013e-17,1.07993973152309,0.201,0.055,5.18409270708019e-13,"1","RPL4"
6.61307083484616e-17,1.14392911806656,0.428,0.229,1.18056540543674e-12,"1","CPN20"
2.37973515600556e-16,1.06382261115551,0.213,0.063,4.24830320050112e-12,"1","RPE"
2.95131777506702e-16,1.31926574015098,0.116,0.017,5.26869249204964e-12,"1","CaS"
4.14866828529524e-16,1.42708214583618,0.191,0.056,7.40620262290906e-12,"1","APG1"
5.62163386771405e-16,1.81090396158764,0.132,0.026,1.00357407806431e-11,"1","CP33"
1.13185844544661e-95,3.02466784712379,0.789,0.14,2.02059369681128e-91,"2","AGP31"
6.6191970598152e-82,4.80068626715686,0.443,0.035,1.18165905911821e-77,"2","BGLU21"
3.36514588120749e-78,5.42249819370398,0.422,0.033,6.00745842713161e-74,"2","AT2G43610"
1.5320326070824e-76,3.93834000271402,0.378,0.022,2.73498461016351e-72,"2","GLL22"
3.07465587868525e-63,5.24731736534675,0.373,0.034,5.4888756746289e-59,"2","AT1G36060"
9.81770486635359e-63,2.93339920819683,0.514,0.08,1.75265667274144e-58,"2","EXPA9"
1.75594458965011e-61,2.46316855232977,0.416,0.044,3.13471228144338e-57,"2","JAL34"
1.89382139120569e-61,5.36015960506664,0.33,0.024,3.38084994758041e-57,"2","AT5G10130"
1.11120855192933e-59,1.50830056365602,0.595,0.109,1.98372950690423e-55,"2","EXT3"
1.21900496600054e-57,4.08038791560678,0.243,0.008,2.17616766530416e-53,"2","AGP30"
1.03220530046096e-52,3.824683172226,0.319,0.029,1.8426929023829e-48,"2","EXPA14"
1.45673810526011e-52,2.84009875702123,0.373,0.046,2.60056886551035e-48,"2","ATBFRUCT1"
1.76651874320981e-52,1.65385095492529,0.811,0.229,3.15358926037815e-48,"2","HSC70-1"
8.30049938131372e-52,1.94557724342112,0.611,0.137,1.48180514955213e-47,"2","RGP2"
5.08026815720219e-48,2.17426226453836,0.443,0.075,9.06929471423735e-44,"2","GSR 1"
1.43492575222427e-45,1.92351233662213,0.6,0.15,2.56162945287077e-41,"2","FBA8"
3.6171818999383e-43,2.39519187127289,0.438,0.083,6.45739312776986e-39,"2","AT5G19440"
6.59722160324366e-43,2.27287977999232,0.47,0.101,1.17773600061106e-38,"2","AT3G53990"
7.03201254591521e-43,3.1302588617004,0.286,0.03,1.25535487969678e-38,"2","AT3G23470"
2.07795430820574e-42,2.95088781418127,0.211,0.011,3.70956403100889e-38,"2","NLM1"
2.70897072733139e-41,1.72763515051473,0.492,0.107,4.836054542432e-37,"2","BIP2"
3.23349546992563e-40,2.7588976747916,0.335,0.049,5.77243611291124e-36,"2","ANNAT1"
9.25441032020313e-40,11.1807683775868,0.135,0.001,1.65209733036266e-35,"2","AT5G54370"
1.10401931294974e-38,1.69138967069999,0.595,0.169,1.97089527747788e-34,"2","GAPC1"
8.57952952696914e-38,1.42626641637504,0.524,0.128,1.53161761115453e-33,"2","AT5G58420"
2.80915216018916e-36,1.10732227989167,0.832,0.299,5.01489843636969e-32,"2","HOG1"
4.09407365408718e-36,1.44226897165901,0.632,0.196,7.30874028727644e-32,"2","GSTF8"
1.14725189822913e-35,4.42355822034175,0.189,0.013,2.04807408871865e-31,"2","GPAT3"
1.17080582376678e-35,4.10400313567534,0.227,0.023,2.09012255658846e-31,"2","AT2G41810"
6.72553238167892e-35,10.8509009523211,0.119,0.001,1.20064204077732e-30,"2","AT1G50060"
2.04050810577836e-34,1.16344760297969,0.584,0.172,3.64271507043553e-30,"2","ROC5"
3.68547835073291e-34,2.84351411274979,0.297,0.047,6.5793159517284e-30,"2","EIR1"
5.91592020687958e-34,2.69866841351966,0.211,0.019,1.05611007533214e-29,"2","MSRB7"
2.71325402078962e-33,1.28418967710887,0.703,0.233,4.84370107791364e-29,"2","BBC1"
2.78064795322294e-33,4.9874751096661,0.135,0.004,4.9640127260936e-29,"2","AT1G52070"
3.07235819106672e-33,1.2829344847636,0.692,0.22,5.4847738426923e-29,"2","AT3G62870"
4.83545773752122e-33,1.38381348336543,0.573,0.167,8.63225915302289e-29,"2","AT2G19730"
7.64520434092122e-33,2.77047618229958,0.373,0.079,1.36482187894126e-28,"2","DI21"
1.7066634138237e-32,2.39525323768052,0.303,0.05,3.04673552635807e-28,"2","PDIL1-3"
2.40716723537606e-32,2.42743387652625,0.259,0.036,4.29727494859335e-28,"2","MSRB9"
3.41713915268322e-32,9.78878719269846,0.135,0.005,6.10027681537009e-28,"2","AT5G60530"
