"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IQD31",0.0764176890239516,-0.437937332674081,0.152,0.053,1
"AT4G14420",0.07798308753242,-1.11207171805091,0.152,0.053,1
"AT4G21660",0.0787755227477734,-1.20547528019258,0.152,0.053,1
"ADL6",0.0788449594067177,-0.350352737365773,0.179,0.07,1
"AT1G14710",0.0832547902928069,0.756507766511567,0.117,0.035,1
"AT3G59540",0.0833648224299517,-1.51488243059857,0.179,0.07,1
"RAB1A",0.0841381507753453,-0.947463956202948,0.179,0.07,1
"AT1G56045",0.0843483714704272,-0.856812886789382,0.269,0.123,1
"XPL1",0.0849172752259787,-1.31141929145925,0.179,0.07,1
"AP19",0.0851517439731349,-0.328480840289372,0.117,0.035,1
"RER1B",0.0851521869004149,0.403175011846412,0.117,0.035,1
"AT5G02960",0.0870021024408067,-1.22680692271056,0.269,0.123,1
"mMDH1",0.0870329590309141,-1.03222474404377,0.207,0.088,1
"AT3G58730",0.0870843977403555,-0.319338199419412,0.117,0.035,1
"AT1G14010",0.0880636895418765,-0.69221341669576,0.117,0.035,1
"DSS1(I)",0.0880636895418765,-0.918518766897383,0.117,0.035,1
"AT4G26710",0.0880636895418765,-0.835164861154654,0.117,0.035,1
"AT1G11820",0.0890518421245641,-0.298177483582866,0.117,0.035,1
"AT1G78880",0.0890518421245641,-1.17262919367864,0.117,0.035,1
"NAP1%3B2",0.0890518421245641,-0.85168637263242,0.117,0.035,1
"RPN1A",0.0890518421245641,-0.591019510712805,0.117,0.035,1
"PIA1",0.0890518421245641,-0.758115778609871,0.117,0.035,1
"MAPR2",0.0890518421245641,-0.86655234701179,0.117,0.035,1
"XYP2",0.0911896364974144,-0.836773227287519,0.234,0.105,1
"ACLB-1",0.0938855226446014,-0.62272886325171,0.145,0.053,1
"AT5G50000",0.0948226379097357,-1.1144845253406,0.145,0.053,1
"EMB3010",0.0957672331451406,-0.9373687058229,0.145,0.053,1
"AT5G16730",0.0957672331451406,-0.998157949669593,0.145,0.053,1
"UBQ11",0.0964668898154569,-0.480222712925451,0.172,0.07,1
"AT5G08690",0.0992214115314765,-0.716460427170226,0.262,0.123,1
"RLK902.1",0.100034668959185,-1.2560729646736,0.172,0.07,1
"AT4G16720",0.101561904688572,-0.787319404048975,0.2,0.088,1
"BI1",0.10583963108444,0.536417965631634,0.138,0.053,1
"MIRO1",0.108588998919512,-0.298060195567952,0.11,0.035,1
"AT1G24360",0.108603973192472,-1.33470562173908,0.2,0.088,1
"AT4G30600",0.109785967771697,-0.322135569183526,0.11,0.035,1
"GRX4",0.110992808058087,-1.02205851351361,0.11,0.035,1
"AT3G03070",0.110993340291877,-1.07138450115342,0.11,0.035,1
"DIR6",0.110993340291877,-1.39231143872361,0.11,0.035,1
"IQD12",0.110993340291877,-1.39376038597791,0.11,0.035,1
"AT5G18190",0.110993340291877,-0.414647914657533,0.11,0.035,1
"AT5G47060",0.110993340291877,-1.53507636300316,0.11,0.035,1
"AT4G24550",0.116156954407715,-0.872305492472581,0.138,0.053,1
"TPS7",0.117287405350254,-0.736816063104502,0.138,0.053,1
"IAA9",0.117623599064944,-0.732047002357179,0.283,0.14,1
"ARFA1F",0.1184264747032,-1.49802586928393,0.138,0.053,1
"AT2G37050",0.1184264747032,-1.03031718812028,0.138,0.053,1
"MDH",0.1184264747032,-1.29718732050618,0.138,0.053,1
"FLA9",0.120784100704123,-0.714715297474439,0.166,0.07,1
"RPS13A",0.120784100704123,-1.09939028263729,0.166,0.07,1
"CYP98A3",0.12498603196355,-1.88358569440191,0.048,0.105,1
